index,CODIGO,CLIENTE,NS,FALLA,OBSERVACIONES,FECHAINGRESO,HORAINGRESO,RECEPCIONADO,TECNICO,INFORMETALLER,FECHATERMINADO,HORATERMINADO,ESTADO,ENTREGADO,FECHA_ENTREGADO,GARANTIA,INGRESO
11046,10981,983,W98Y243087,"TOMA LAS HOJAS EN OCASIONES Y EN OTRAS NO LAS JALA, O JALAN DE MAS HOJAS",SIN CABLES,2024-02-24,12:14:22,2,0,"CAMBIO DE GOMA, SOPLETEO DE EQUIPO Y ACOMODO DE BISGRA ADF $550+IVA-----------A",2024-02-26,13:02:27,3,S,2024-02-26,,550.0
11047,11122,1596,E18L02234,LO CONECTAN Y SE QUEDA PITANDO,,2024-04-02,12:17:38,2,0,CAMBIO DE BATERIA 12V - 7AH Y SERVICIO $580+IVA--------A,2024-04-11,16:06:46,3,S,2024-04-11,,599.0
11048,11138,1666,KKSG59960,"NO IMPRIME, MANDAN AIMPRIMIR Y SALE LA HOJA EN BLANCO",SIN CABLES,2024-04-05,14:59:53,2,0,"RECARGA DE TINTA A SISTEMA $780 NETO-----------A

CORRE RIESGO PEDIR CAMBIO DE CABEZALES

SI PIDE CABEZALES Y NO SE ACEPTAN SE COBRAN $300 NETO---A",2024-04-10,16:40:17,3,S,2024-04-10,,1080.0
11049,11073,106,cnb1m41z85,HACE UNA LINEA NEGRA,,2024-03-15,13:49:29,2,0,"MANTENIMIENTO Y LUBRICACION AFUSOR $580+IVA-------A

TRAJO TONER 105A PARA HACER PRUEBAS, EL QUE TRAE EL EQUIPO PRESENTA MALA CALIDAD",2024-04-05,17:28:01,3,S,2024-04-05,,685.0
11051,11096,1737,c02qr0wdfvh3,no puede descargar wat sap y liberar espacio y actualizacion,CON ELIMINADOR COMPLETO,2024-03-22,12:06:10,2,0,"CORE I5,MAC OS CATALINA,8GB DDR3 1867 (MAX.16GB),128GB SSD INTEGRADOS SALUD BUENA,108GB EN USO.
EL AUDIO SE ESCUCHA DISTORCIONADO SI ESTA EN EL MAXIMO VOLUMEN

RESPALDO Y FORMATEO $1,350+IVA-----A",2024-03-26,18:19:33,3,S,2024-03-26,,2486.0
11053,11025,548,cndcj9g1l8,"HACE UN TRONIDO, UTILIZAN UNA HOJA ESPECIAL Y NO FIJA BIEN EL TONER, SOLO EN HOJA NORMAL",SIN CABLES,2024-03-06,10:43:22,2,0,"MANTENIMIENTO Y LUBRICACION A FUSOR $980+IVA--------A
ENSAMBLE DE ENGRANE DE MOV $1,150 NETO-----A
GOMA BANDEJA 2 $650 NETO------A
CHASIS DE FUSOR DAÑADO $870 NRTO----------A

TOTAL $3,807 NETO-------A",2024-03-20,09:26:37,3,S,2024-03-20,,3463.0
11054,11074,77,x2pc012007,SE ATORA EN LA ENTRADA,,2024-03-15,13:54:25,2,0,"NO IMPRIME NADA

DESTAPADO DE CABEZAL $680+IVA---------A
BUEN MANTENIMIENTO $650+IVA----------A
GOMA DE TRACCION DE PAPEL $380+IVA-------A

TOTAL $1,710+IVA--------A

SI NO DESTAPA SE COBRAN $480+IVA----------A",2024-04-15,14:27:37,3,S,2024-04-15,,2901.0
11055,11014,55,X5HZ016616,NO IMPRIME,SIN CABLES,2024-03-04,13:38:38,2,0,"NO IMPRIME NADA

DESTAPADO DE CABEZAL $750+IVA---------A

SI NO QUEDA SE COBRAN $300+IVA---------A

NO DESTAPO, SE REGRESA SIN REPARACION",2024-04-01,13:13:26,3,S,2024-04-01,,1050.0
11056,10986,1334,5CG6071LLP,,CON ELIMINADOR,2024-02-27,12:13:36,2,0,"INTEL CELERON,WIN 10 HOME,4GB DDR3 1600 (MAX.8GB),500GB HDD SALUD BUENA,60GB EN USO.

SSD 480GB $1,430 NETO-----A
MEMORIA RAM 4GB (MAX.8GB) $650 NETO-----A
LICENCIA ANTIVIRUS $850 NETO------NO ACEPTADO

TOTAL $2,080 NETO---------A",2024-03-05,12:43:19,3,S,2024-03-05,,4690.0
11057,11141,1754,MXBM220536,"LE CUESTA TRABAJO TOAR LAS HOJAS Y CUANDO LAS TOMA, LAS TOMA  CHUECAS Y LAS ATORA",SIN CABLES,2024-04-08,10:39:49,2,0,"MANTENIMIENOT (SUCIA) $580 NETO
GOMA $200 NETO
PAD ADF --- NO LO HAY EN EXITENCIA
CAMBIO PUERTO USB (DESGASTADO) $380 NETO
TONER PRESNETA MALA CALIDAD, GEN 12A $380 NETO 
TOTAL $1,160 NETO S/TONER
TOTAL $1,540 NETO C/TONER
NOTA: DARA PROBLEMAS EN EL ADF

SE DEJO PARA BASURA ELECTRONICA REBECA- 08/05/2024",2024-05-08,15:51:18,3,S,2024-05-08,,4291.0
11058,11066,731,nugy108810,NO IMPRIME DE MANERA CORRECTA EN LAS HOJAS,,2024-03-13,17:54:01,2,0,"BUEN MANTENIMIENTO $760 NETO--------A
MASCARILLA $280 NETO-------A
CAMBIO DE BOTON DE TIPO DE PAPEL $280 NETO------A
PERILLA SE BARRE (COLOR BEIGE, NO HAY GRIS) $250 NETO--N/A

TOTAL $1,320 NETO---------A",2024-03-21,11:00:59,3,S,2024-03-21,,1891.0
11059,11048,310,vnb4404834,"ATORA LAS HOJAS Y NO IMPRIME, LE SACARON EL TONER Y SE LE SALIO UN RESORTE",SIN CABLES,2024-03-11,11:17:30,2,0,"MANTENIMIENTO (MUY SUCIA) $680+IVA--------A
CAMBIO DE GOMA $250 NETO---------A

TOTAL $1,040 NETO-------------A

FILMINA TIENE 30 O 40% DE VIDA UTIL

POR WIFI SI SE CONECTA, POR RED NO LA DETECTA.
CAMBIO DE TONER 17A (NO TRAE EL RESORTE)",2024-03-15,13:35:17,3,S,2024-03-15,,1058.0
11060,11061,33,q8bk020838,MARCA ALMOHADILLAS/ IMER,,2024-03-12,15:47:54,2,0,"RESET $250+IVA-------------A
ALMOHADILLAS $380+IVA------A

TOTAL $630+IVA-----A",2024-04-03,17:56:10,3,S,2024-04-03,,1260.0
11061,11155,135,102113,EL PUNTO SIGUE Y SIGUE CONTINUO / REVISION DE TODAS LAS TECLAS.,,2024-04-10,13:16:17,2,0,REPARACION DE TECLADO E IMPRESOR Y SERVICIO $480+IVA----A,2024-04-16,13:31:48,3,S,2024-04-16,,480.0
11063,11042,104,XAGZ126784,REVISION GENERAL,SIN CABLES,2024-03-09,09:03:03,2,0,"RESET $350 NETO-------A
ALMOHADILLAS $480 NETO--------A

DESPUES REVISAR CALIDAD DE IMPRESION, FUNCIONAMIENTO Y VER SI REQUIERE DE ALGO MAS",2024-03-19,15:29:52,3,S,2024-03-19,,830.0
11064,10990,17,cn0bb3s4dy,NO ENCIENDE,SIN CABLES,2024-02-27,17:21:08,2,0,"SI ENCIENDE, TRAE CUCARACHAS, MARCA ERROR GENERAL.

PRIMERO MANTENIMIENTO $850+IVA--------NO ACEPTADO

DESPUES VER SI REQUIERE DE ALGO MAS

SE REGRESA SIN REPARACION",2024-03-06,15:37:22,3,S,2024-03-06,,850.0
11065,11026,297,9HB318363,"SE CAMBIO EL DRUM Y EL TONER Y NO ENTRA, APARAECE PANTALLA AZUL",,2024-03-06,11:34:06,2,0,"NO INICIABA, AL PARCER CAMBIARON LAS TARJETAS LOGICAS (SE CAMBIO LA TAPA DE NUMERO DE SERIE) $480+IVA----A",2024-04-04,15:04:04,3,S,2024-04-04,,480.0
11066,10991,1424,cn11a4s0jk076d,IMPRIME MUY TENUE,SIN CABLES,2024-02-27,17:39:01,2,0,"RECARGA DE TINTA A SISTEMA Y CABEZALES $1,150 NETO-----A

PUEDE QUE MARQUE CAMBIO DE CABEZALES",2024-03-04,17:56:15,3,S,2024-03-04,,151.0
11067,11049,310,x7gp513458,NO TOMA LAS HOJAS Y LAS ATORA,SIN CABLES,2024-03-11,11:19:36,2,0,"MANTENIMIENTO (MUCHO POLVO) $680+IVA---------A

RESET 74% Y ALMOHADILLAS 30% DE VIDA  UTIL APROX",2024-03-15,13:39:37,3,S,2024-03-15,,784.0
11068,11062,33,s2ny031512,NO TOMA EL PAPEL/GRUPO CORPORATIVO,,2024-03-12,15:50:35,2,0,"REPARACION DE TRACCION DE PAPEL $480+IVA-------A
CAMBIO GOMA $350+IVA-------A

TOTAL $830+IVA----------A",2024-04-03,17:55:41,3,S,2024-04-03,,1660.0
11069,11314,50,G5V0RZHVT0,"SE DAÑO EL SISTEMA OPERATIVO. CAMBIO DE DISCO SOLIDO, LIMPIEZA INTERNA, INSTALACIÓN DE WIN 10, SIN RESPALDO",,2024-05-21,10:53:43,2,0,"SSD 480GB ----- $1,580 ----- ACEP
MTTO PREVENTIVO ----- $300 NETO ----- ACEP
2 MODULOS DE 2 GB RAM (4GB) ----- $790 NETO ----- ACEP

TOTAL $2,670 NETO",2024-05-23,09:49:42,3,S,2024-05-23,,2831.0
11070,11035,1744,C3K1572,NO ENCIENDE,CON ELIMINADOR,2024-03-07,10:10:38,2,0,"REP DE CONECTOR DE ENERGIA $350+IVA--------A

NO HAY CONECTOR PARA SU REEMPLAZO.

SE LE HIZO UNA MANCHA AMARILLA EN EL DISPLAY
SI TIENE INFORMACION QUE INTERESE SE RECOMIENDA RESPALDAR YA QUEPUEDE VOLVER A FALLAR.",2024-05-02,17:26:52,3,S,2024-05-08,,350.0
11071,11113,1623,VNB3M10430,AL MANDAR A IMPRIMIR ATORA LAS HOJAS EN LA PARTE DE ATRAS,SIN CABLES,2024-04-01,11:08:38,2,0,"LUBRICACION A FUSOR Y SERV. CAMBIO GOMAS $550 NETO----A
KIT DE GOMAS Y PAD SEPARADO $680 NETO-----A

TOTAL $1,230 NETO----------A",2024-04-04,11:42:47,3,S,2024-04-04,,1461.0
11072,11169,182,3b0823x44779,SE ENCIENDE Y COMIENZA A PITAR,,2024-04-15,11:34:24,2,0,CAMBIO DE BATERIA 12V - 7 AH Y SERVICIO $580+IVA-------A,2024-04-18,12:10:33,3,S,2024-04-18,,599.0
11073,10992,1628,cnb2p38mq3,MANTENIMIENTO/ BOTON DAÑADO,SIN CABLES,2024-02-28,13:33:44,2,0,"BUEN MANTENIMIENTO $580+IVA-------A


NO HAY BOTON PARA SU REEMPLAZO.",2024-03-01,13:47:09,3,S,2024-03-01,,580.0
11074,11183,1480,940400127298,NO DETECTA EL ARRANQUE DE SISTEMA OPERATIVO.,,2024-04-17,12:59:54,2,0,"CELERON,WIN 10 PRO,4GB DDR3 1333 (MAX,8GB),240GB SSD SALUD BUENA,58GB EN USO.

CONFIGURACION DE BIOS $480+IVA--------A
MANTENIMIENTO PREV. $350+IVA--------A
ACTIVACION OFFICE $200+IVA----------A

TOTAL $1,030+IVA--------A",2024-04-19,11:02:30,3,S,2024-04-19,,2717.0
11076,11114,941,HKFX463,"NO ENCIENDE, VALIDAR ELIMINDOR Y SI TUVIERA ALGUN POSIBLE DAÑO, YA QUE SE CONECTA CON INVERSOR",CON CARGADOR,2024-04-01,11:07:03,2,0,"CABLE ENERGIA DAÑADO $100 NETO-------A
MANTENIMIENTO PREV. $350 NETO------NO ACEPTADO
REVISION $250 NETO-------A

TOTAL $350 NETO------A",2024-04-02,11:12:32,3,S,2024-04-02,,1050.0
11077,11028,95,074hb8gg9b00vgj,NO JALA LAS HOJAS,SIN CABLES,2024-03-06,12:49:31,2,0,"MANTENIMIENTO $620 NETO-------NO ACEPTADO
ENSAMBLE DE GOMA $380 NETO---NO ACEPTADO

TOTAL $1,000 NETO------NO ACEPTADO

SE REGRESA SIN REPARACION.",2024-03-14,13:10:19,3,S,2024-03-14,,1001.0
11078,11043,5,HQR41023,JALAN MUCHAS HOJAS Y SE ATORAN,SIN CABLES,2024-03-09,11:15:49,2,0,"MANTENIMIENTO $780+IVA--------A
GOMA BAND. 2 $280 NETO--------A
REP. SELENOIDE $250 NETO-------A

TOTAL $1,435 NETO---------A


PROBLEMA AL ESCANEAR, SALE EN NEGRO.
sI SACA COPIAS",2024-03-20,15:58:22,3,S,2024-03-20,,1748.0
11079,11156,1257,PHCCNB13K6,SE ATORAN LAS HOJAS,,2024-04-10,14:05:39,2,0,"TONER DAÑADO, SE REQUIERE OTRO PARA HACER PRUEBAS

MANTENIMIENTO $780 NETO---------A
RODILLO PRESION $750 NETO--------A
FILMINA $580 NETO---------A
GOMA BANDEJA 1 $350 NETO-------A
PAD SEPARADO BANDEJA 1 $250 NETO--------A

TOTAL $2,710 NETO---------A",2024-04-26,16:16:14,3,S,2024-04-26,,3424.0
11080,11044,5,HQR39401,JALAN MUCHAS HOJAS Y SE ATORAN,SIN CABLES,2024-03-09,11:17:20,2,0,"BUEN MANTENIMIENTO $850+IVA--------A
GOMA BANDEJA 2 $280 NETO----------A
REPARACION DE SELENOIDE (2 PIEZAS, DIFICIL) $500+IVA------A

TOTAL $1,846 NETO-------A

TONER PRESENTA MALA CALIDAD, SE SUGIERE CAMBIO",2024-03-20,15:58:31,3,S,2024-03-20,,2481.0
11081,11008,276,CPAGO2000401,NO CARGA/ POSIBLE BATERIA,CABLE INTEGRADO,2024-03-01,17:10:37,2,0,"CAMBIO DE 2 BATERIAS 12V - 7AH Y SERVICIO $1,140+IVA------A",2024-03-08,11:57:56,3,S,2024-03-08,,162.0
11082,11029,135,11RLA89,REPARACION DE CARRO,,2024-03-06,12:54:28,2,0,"REPARACION DE MOTOR DE CARRO Y SERVICIO $850+IVA------A

CINTAS $80C/U",2024-03-12,12:29:01,3,S,2024-03-12,,930.0
11083,10993,1418,U63479H6J615973,"IMPRIME CON UNA RAYA, RASGA LA HOJA",,2024-02-28,17:48:53,2,0,"BUEN MANTENIMIENTO $980 NETO----------A
CAMBIO RODILLO $980 NETO--------A

TOTAL $1,960 NETO--------A

DRUM YA MARCA UNAS LIGERAS LINEAS",2024-03-13,14:03:42,3,S,2024-03-13,,2921.0
11086,11011,933,6A463158K,REVISION GENERAL,CON FUNDA Y ELIMINADOR,2024-03-01,17:58:25,2,0,"AMD ATHLON NEO K125,WIN 10,4GB DDE3 1333 (MAX.8GB),240GB HDD SALUD BUENA,20.1GB EN USO.

REQUIERE MANTENIMIENTO EXHAUSTIVO Y CAMBIO DE DISCO DURO MECÁNICO POR UNO DE ESTADO SÓLID,MEMORIA RAM,  POR EL PROCESADOR QUE TIENE EL EQUIPO, CREEMOS QUE YA NO ES VIABLE INVERTIRLE A ESTE EQUIPO.

LA DEJO PARA BASURA ELECTRONICA",2024-03-12,16:10:02,3,S,2024-03-12,,1743.1
11088,11184,1008,PF1GVY4B,NO PERMITE TRABAJAR EN PAQUETERIA OFFICE,"CON ELIMINADOR COMPLETO, CONTRASEÑA:2205",2024-04-17,13:01:58,2,0,ACTIVACION OFFICE $200+IVA---------A,2024-04-19,14:54:43,3,S,2024-04-19,,200.0
11089,11012,933,L3MC133,REVISION GENERAL,CON ELIMINADOR,2024-03-01,18:04:05,2,0,"INTEL CORE DUO,WIN 7 ULT,4GB DDR2 (MAX.4GB),320GB HDD SALUD BUENA,85GB EN USO.

TRAE DAÑADA LA CARCASA DE LA PANTALLA (QUEBRADA), REQUIERE MANTENIMIENTO EXHAUSTIVO Y CAMBIO DE DISCO DURO MECÁNICO POR UNO DE ESTADO SÓLIDO PARA INSTALAR WINDOWS 10, YA ESTÁ EN SU MÁXIMO DE MEMORIA RAM QUE ES DE 4GB Y  POR EL PROCESADOR QUE TIENE EL EQUIPO, CREEMOS QUE YA NO ES VIABLE INVERTIRLE A ESTE EQUIPO.
LA DEJO PARA BASURA ELECTRONICA",2024-03-12,16:10:10,3,S,2024-03-12,,436.0
11090,11013,933,P829Y7P,REVISION GENERAL,CON ELIMINADOR,2024-03-01,18:03:27,2,0,"MANTENIMIENTO Y FORMATEO $850 NETO---------A
ELIMINADOR (DAÑADO) EKO $400 NETO------------A

TOTAL $1,250 NETO--------A",2024-03-12,14:46:17,3,S,2024-03-12,,1501.0
11091,11030,71,F9D700020,"EL TECLADO ESTA MUY DURO, SE TIENE QUE PRESIONAR MUY FUERTE Y AVECES SE PRESIONA DOBLE LAS TECLAS.",CON CINTA Y CORRECTOR,2024-03-06,14:05:30,2,0,"CAMBIO DE MAILAR DE TECLADO Y SERVICIO $850+IVA-------A

3 CINTAS $210 NETO C/U = $630 NETO-------A
6 CORRECTORES $80 NETO C/U = $480 NETO--------A


TOTAL $2,096 NETO------A",2024-03-19,12:50:04,3,S,2024-03-19,,2357.0
11092,11050,50,TC210BKR5001141300377,SELE DESAJUTA LA HORA,"SIN CABLES, NO TRAE TORNILLOS EN LA TAPA CONTRASEÑA: Compras2013",2024-03-11,12:10:39,2,0,"CORE I5,WIN 10,4GB DDR3 1600 (MAX.16GB),480GB SSD SALUD BUENA,73.1GB EN USO.

EQUIPO PREVIAMENTE INTERVENIDO, NO TRAE TORNILLOS DE LA TAPA LATERAL

MANTENIMIENTO PREV. $350+IVA-------A
CAMBIO DE BATERIA BIOS $150+IVA-------A

TOTAL $500+IVA--------A",2024-03-12,09:34:56,3,S,2024-03-12,,3191.1
11094,11031,129,021060046349,CHECAR CARACTERISTICAS,,2024-03-06,14:17:36,2,0,"INTEL CELERON,WIN 10 PRO,3GB DDR3,800GB HDD SALUD BUENA,70.2GB EN USO.

NO LE SERVIRIA PARA LA INSTALACION DEL PROGRAMA QUE REQUIERE",2024-03-14,12:20:43,3,S,2024-03-14,,886.2
11095,11032,129,022050004021,VER CARACTERISTICAS,,2024-03-06,14:20:42,2,0,"INTEL CELERON,WIN 10 PRO,4GB DDR3 1067,500GB HDD SALUD BUENA,22.1GB EN USO.

NO LE SERVIRIA PARA LA INSTALACION DEL PROGRAMA QUE REQUIERE",2024-03-14,12:21:02,3,S,2024-03-14,,1606.1
11096,11163,5,X5NQ046608,NO IMPRIME AMARILLO NI MAGENTA,SIN CABLES,2024-04-12,09:53:42,2,0,"PRIMERO DESTAPADO DE CABEZAL $680+IVA-------A
RESET $300+IVA-----------A

PUEDE QUE MARQUE RESET Y ALMOHADILLAS 

TOTAL $980+IVA----------A

SI ACEPTA Y NO DESTAPA SE COBRAN $250 NETO------A",2024-04-25,15:04:10,3,S,2024-04-25,,2210.0
11097,11170,159,vnb3f41576,NO JALA LAS HOJAS Y SE ESCUCHA UN RUIDO,"SIN CABLES, SIN BANDEJA DE PAPEL",2024-04-15,11:50:27,2,0,"ENSAMBLE DE GOMA DAÑADO (SEGUROS PARA SOSTENERSE) ---- REPARACION DE TRACCION DE PAPEL $380+IVA---------A
SUGERENCIA MANTENIMIENTO PREV. $650+IVA--------A

TOTAL $1,030+IVA-----------A",2024-04-17,17:41:57,3,S,2024-04-17,,1061.0
11098,11150,1173,92C1WY1,ACTUALIZACION DEL OFFICE/ MARCA CAMBIO DE BATERIA,"CON ELIMINADOR,SIN CONTRASEÑA.",2024-04-09,10:16:09,2,0,"SSD 480GB CON RESPALDO $1,560 NETO---------A
CASE PARA MONTAR HDD $350 NETO-------A

TOTAL $1,910 NETO--------A",2024-04-09,14:35:03,3,S,2024-04-09,,2302.0
11100,11069,1698,mxcckdp04l,"HACE UN RUIDO, SE ESCUCHA COMO MATRACA",SIN CABLES,2024-03-14,12:29:31,2,0,"NO HABIA VENIDO, TIENE OTRO NUMERO DE SERIE.
ATORA LAS HOJAS INTERMITENTEMENTE.

BUEN MANTENIMIENTO $980+IVA----------A
RODILLO DE PRESION $850+IVA---------A

TOTAL $1,830+IVA------------A

TONER PROVOCANTE DE LOS RUIDOS, REQUIERE CAMBIO.

SE ENTREGA SIN REPARACION...",2024-06-17,12:47:43,3,S,2024-06-17,,2661.0
11101,11016,1698,X34N047137,REVISION GENERAL / DESCONOCE LA FALLA,,2024-03-04,15:45:06,2,0,"DESTAPADO DE CABEZAL $550+IVA---------A

SI ACEPTAY NO DESTAPA SE COBRAN $300+IVA--------A

SI NO ACEPTA SE COBRAN $250 NETO--------A",2024-03-14,12:32:32,3,S,2024-03-14,,1100.0
11102,11185,17,CNB1P896KB,"IMPRIMEN Y SALEN LAS LETRAS DE LA IMPRESION ANTERIOR, COMO UNA SOMBRA",SIN CABLES,2024-04-17,13:14:31,2,0,"MANTENIMIENTO Y CONFIGURACION DE DENSIDAD  DE TONER $830+IVA---------A

GOMAS ADF CON 40% DE VIDA UTIL, NO LAS HAY PARA SU REEMPLAZO, EQUIPO PRACTICAMENTE NUEVO",2024-04-30,12:46:54,3,S,2024-04-30,,870.0
11103,11078,901,940233261100,MARCA UN ERROR DE SISTEMA EN LA PANTALLA,"CON MONITOR HP NS/3cq7521242  SIN CABLES, CONTRASEÑA:150619",2024-03-19,12:10:35,2,0,"CORE I3,WIN 10 HOME,8GB DDR3 1333 (MAX.32GB),1TB HDD SALUD BUENA,94.3GB EN USO.

MANTENIMIENTO PREV. $325 NETO------A
SSD 480GB $1,430 NETO-------A

TOTAL $1,755 NETO---------A",2024-03-25,15:29:17,3,S,2024-03-25,,3476.3
11105,11051,183,P478J40328,NO RETIENE LA CARGA,,2024-03-11,13:44:30,2,0,"CAMBIO DE 2 BATERIAS 12V - 7AH Y SERVICIO  $1,160+IVA------A",2024-03-25,13:32:07,3,S,2024-03-25,,182.0
11106,11052,1285,5014615,NO ENCIENDE,,2024-03-11,13:57:27,2,0,"REPARACIÓN DE TARJETA PRINCIPAL (ESTÁ DAÑADA) $3,600+IVA-------PAGADO $2,088 NETO

RESTO SE PAGO CON TARJETA CREDITO",2024-03-22,16:47:45,3,S,2024-03-22,,693.0
11107,11123,58,cduy221085,"MANTENIMIENTO, NO LE FALLA NADA","CON CINTA, SIN TAPA",2024-04-02,13:29:34,2,0,"EL CARRO SE ATORA Y MARCA ERROR
CINTA CASI NO PINTA

MANTEIMIENTO PREVENTIVO Y LUBRICACIÓN $750+IVA-----A
CINTA $250 NETO------NO ACEPTADO",2024-04-06,10:41:37,3,S,2024-04-06,,1000.0
11108,11107,374,NA4Y045298,"NO IMPRIME DE MANERA CORRECTA, PARECE QUE EL CABEZAL ESTA ALGO TAPADO",,2024-03-26,17:12:07,2,0,"DESTAPADO CABEZAL $580+IVA--------NO ACEPTADO

LOS CARTUCHOS CIANY NEGRO TRAENPOCA TINTA, QUIZA SE ACABE LA TINTA, NO SE GARANTIZA QUE DESTAPE.

EN CASO DE ACEPTAR Y NO DESTAPA SE COBRA $250 NETO--N/A

SE DEJA PARA LA BASURA ELECTRONICA",2024-04-04,09:59:25,3,S,2024-04-04,,830.0
11109,11018,1335,XAGZ076083,"IMPRIMIA MAL, NO IMPRIMIA TODOS LOS COLORES, SE INTENTO ABRIR EL EQUIPO PARA VER EL CABEZAL PERO SE FUE LA TAPA HACIA ATRAS Y SE DESCONECTO ALGUN CABLE DEL ESCANER Y PRENDEN TODOS LOS LEDS",SIN CABLES,2024-03-04,17:20:47,2,0,"IMPRIME BIEN

CONEXION DE CABLES DE ESCANER $250+IVA--------A

RESET 46% Y ALMOHADILLAS AL 95% DE USO APROX",2024-03-06,17:35:59,3,S,2024-03-06,,391.0
11110,11019,1623,VNB3M10430,NO ENCIENDE,SIN CABLES,2024-03-04,17:27:52,2,0,"PRIMERO REPARACION DE FUENTE ALIMENTACION $1,100+IVA---A

DESPUES VALIDAR FUNCIONAMIENTO Y VER QUE MAS REQUIERE",2024-03-23,11:37:58,3,S,2024-03-23,,101.0
11111,11189,1623,vnb3b75215,NO JALA LAS HOJAS,SIN CABLES,2024-04-18,09:42:43,2,0,"SE HACEN PRUEBAS Y SI JALA LAS HOJAS, HAY QUE ASEGURASE QUE ESTÉ BIEN AJUSTADO EL TOPE DE HOJAS (SE ADJUNTA VIDEO DE PRUEBAS).
TÓNER Y EL DRUM, PRESENTAN MALA CALIDAD, SE SUGIERE CAMBIO

MANTENIMIENTO PREVENTIVO $480+IVA.",2024-05-08,09:38:46,3,S,2024-05-08,,480.0
11112,11094,41,p3qf281737,DAÑARON LA PIEZA QUE HACE QUE GIRE LA CINTA/ MANTEMNIMIENTO,CON ELIMINADOR/ CON ROLLO PAPEL. CON CINTA,2024-03-22,10:50:30,2,0,"BUEN MANTENIMIENTO $905 NETO------A
CAMBIO ENGRANE DE AVANCE (DAÑADO) $680 NETO------A

TOTAL $1,585 NETO--------A",2024-04-23,10:10:31,3,S,2024-04-23,,2171.0
11113,11234,743,CAT393272,IMPRIME CON DOS RAYAS / DESPRENDE EL TONER/ LE CUESTA TRABAJO TOMAS LAS HOJAS TIENE QUE PONER DE UNA POR UNA,"SIN CABLES, CON CARTUCHO",2024-04-27,11:25:09,2,0,"- TONER CON MALA CALIDAD $490-------A
- MANTENIMIENTO  $750 NETO------------A
- RODILLO DE PRESIÓN  $650 NETO-----A
- PAD $350 NETO------A

TOTAL $2,240 NETO-----A",2024-05-18,12:48:32,3,S,2024-05-18,,2482.0
11114,11070,43,nxy21al0022380a8d41601,BOTON DE ENCENDIDO ESTA PEGADO,"CON ELIMINADOR, SIN CONTRASEÑA",2024-03-14,13:13:41,2,0,"INTEL PENTIUM B960,WIN 7,4GB DDR3 1333 (MAX.8GB),750GB HDD SALUD BUENA,73.5GB EN USO.

PRIMERO CAMBIO DE BOTON DE ENCENDIDO $1,500+IVA--------A",2024-03-20,10:48:15,3,S,2024-03-20,,3639.5
11115,11175,98,QMCF336728,REVISION GENERAL,"SIN CABLES, CON ROLLO DE PAPEL",1899-12-30,10:35:05,2,0,"MANTENIMIENTO $680 NETO---------A
TARJETA LOGICA $1,200 NETO---------A
CABEZAL $990 NETO--------A

TOTAL $2,870 NETO-------A

T/E DE 5 A 10 SEMANAS

SE COTIZO TARJETA DE RED ($850)---NA",2024-07-16,14:40:34,3,S,2024-07-16,,3608.0
11116,11095,41,p3qf292541,NO DETECTA EL PAPEL,"SIN ELIMINADOR, CON PAPEL, SIN CINTA",2024-03-22,10:54:05,2,0,"SI DETECTA EL PAPEL

BUEN MANTENIMIENTO $905 NETO-------A
CAMBIO BOTON DE AVANCE $480 NETO---------A

TOTAL $1,385 NETO-------A",2024-04-23,10:10:23,3,S,2024-04-23,,1771.0
11117,11223,838,X644270369,"MARCABA EL LED DE TINTA Y PAPEL, INTENTARON ABRIRLA Y DESCONECTARON LOS CABLES FLEX","SIN CBLES, TANQUES DE TINTA POR MITAD",2024-04-25,13:07:13,2,0,"RECONEXION DE CABLES FLEX $250+IVA--------A
RESET Y CAMBIO DE ALMOHADILLAS $630+IVA--------A

TOTAL $880+IVA---------A

DESPUES VALIDAR CALIDAD DE IMPRESION, FUNCIONAMIENTO Y VER SI REQUIERE DE ALGO MAS",2024-04-30,16:31:55,3,S,2024-04-30,,1760.0
11118,11033,1719,s25k206752,METEN PAPEL SE ATORA LA HOJA AL MOMENTO DE SALIR,,2024-03-06,17:15:49,2,0,CAMBIO GOMA DE TRACCION DE PAPEL Y LIMPIEZA $850 NETO--A,2024-03-14,16:44:58,3,S,2024-03-14,,850.0
11119,11034,1719,x5e8193594,PRENDE ALERTAS Y SE APAGAN Y PARPADEABA Y NO ENENDIA,,2024-03-06,17:18:38,2,0,"CAMBIO DE FUENTE PODER $1,650 NETO-------A
CAMBIO DE ALMOHADILLAS $480 NETO------A

TOTAL $2,130 NETO--------A",2024-03-14,16:45:19,3,S,2024-03-14,,1263.0
11120,11053,97,cn13r6d0sr,"CABEZAL DAÑADO, REVISION",SIN CABLES,2024-03-11,14:49:56,2,0,"PRIMERO CAMBIO SENSORES DE CABEZALES $1,680 NETO---NO ACEPTADO

POSTERIOR VALIDAR FUNCIONAMIENTO Y VER SI NO REQUERE CAMBIO DE CABEZALES

SE REGRESA SIN REPARACION.

REVISION $250 NETO-----A",2024-04-16,17:25:07,3,S,2024-04-16,,931.0
