IDREPARACION,FECHA,HORA,ESTADO
7668,2022-02-16,12:10:27.209000,3
7719,2022-02-16,12:13:27.136000,1
7720,2022-02-16,12:18:14.142000,1
7721,2022-02-16,12:20:54.695000,1
7722,2022-02-16,15:15:28.640000,1
7723,2022-02-16,16:35:29.728000,1
7724,2022-02-16,17:05:18.270000,1
7725,2022-02-16,17:51:32.504000,1
7713,2022-02-16,17:54:33.591000,3
7701,2022-02-16,18:02:02.267000,3
7726,2022-02-17,09:14:21.647000,1
7727,2022-02-17,09:14:33.277000,1
7728,2022-02-17,10:44:49.075000,1
7427,2022-02-17,10:45:53.444000,3
7569,2022-02-17,10:58:34.385000,3
7714,2022-02-17,11:29:04.618000,3
7718,2022-02-17,11:29:49.013000,3
7404,2022-02-17,11:47:22.225000,3
7729,2022-02-17,11:58:14.149000,1
7730,2022-02-17,12:03:39.189000,1
7685,2022-02-17,12:09:01.626000,3
7729,2022-02-17,13:29:47.512000,3
7725,2022-02-17,13:50:40.515000,3
7731,2022-02-17,14:29:07.031000,1
7703,2022-02-17,14:39:54.040000,3
7719,2022-02-17,14:51:57.460000,3
7712,2022-02-17,16:01:39.613000,3
7732,2022-02-17,16:17:16.377000,1
7513,2022-02-17,16:56:13.512000,3
7716,2022-02-17,17:19:21.363000,3
7697,2022-02-17,17:54:44.292000,3
7727,2022-02-18,10:31:56.697000,3
7733,2022-02-18,10:40:04.096000,1
7734,2022-02-18,11:01:35.227000,1
7735,2022-02-18,11:02:43.060000,1
7736,2022-02-18,11:44:30.196000,1
7737,2022-02-18,14:34:58.676000,1
7738,2022-02-18,14:39:03.582000,1
7739,2022-02-18,14:40:03.046000,1
7734,2022-02-18,14:48:54.302000,3
7740,2022-02-18,15:33:05.688000,1
7721,2022-02-18,15:46:46.706000,3
7726,2022-02-18,15:58:31.109000,3
7684,2022-02-18,16:17:42.620000,3
7672,2022-02-18,16:24:14.713000,3
7741,2022-02-18,16:52:28.836000,1
7742,2022-02-18,17:15:09.063000,1
7743,2022-02-18,17:35:08.460000,1
7744,2022-02-18,18:15:03.135000,1
7745,2022-02-19,12:22:27.427000,1
7746,2022-02-21,11:53:28.620000,1
7747,2022-02-21,12:39:33.999000,1
7720,2022-02-21,13:38:50.227000,3
7744,2022-02-21,13:50:07.226000,3
7723,2022-02-21,14:01:21.492000,3
7748,2022-02-21,14:53:12.143000,1
7680,2022-02-21,16:21:00.630000,3
7735,2022-02-22,09:08:44.507000,3
7649,2022-02-22,10:09:37.285000,3
7749,2022-02-22,13:01:08.180000,1
7750,2022-02-22,15:26:19.369000,1
7679,2022-02-22,15:27:03.573000,3
7751,2022-02-23,10:47:34.630000,1
7745,2022-02-23,11:22:52.984000,3
7752,2022-02-23,12:22:05.330000,1
7753,2022-02-23,13:53:40.906000,1
7754,2022-02-23,14:40:06.960000,1
7736,2022-02-23,16:10:24.368000,3
7755,2022-02-23,16:11:27.601000,1
7677,2022-02-23,17:03:03.575000,3
7647,2022-02-23,17:03:24.925000,3
7724,2022-02-24,09:23:51.768000,3
7756,2022-02-24,09:36:30.991000,1
7749,2022-02-24,09:51:30.593000,3
7751,2022-02-24,10:52:03.737000,3
7746,2022-02-24,11:06:27.124000,3
7754,2022-02-24,11:28:46.084000,3
7371,2022-02-24,12:58:48.970000,3
7617,2022-02-24,12:59:47.193000,3
7671,2022-02-24,12:59:58.860000,3
7750,2022-02-24,16:32:53.652000,3
7757,2022-02-24,16:52:45.210000,1
7758,2022-02-25,10:48:24.041000,1
7759,2022-02-25,10:53:09.674000,1
7760,2022-02-25,10:56:13.735000,1
7702,2022-02-25,11:01:26.458000,3
7731,2022-02-25,11:11:28.509000,3
7761,2022-02-25,11:50:20.483000,1
7762,2022-02-25,16:20:36.007000,1
7763,2022-02-25,16:44:53.553000,1
7764,2022-02-25,17:25:02.368000,1
7743,2022-02-25,17:47:14.331000,3
7765,2022-02-26,10:19:03.705000,1
7766,2022-02-26,10:29:33.635000,1
7767,2022-02-26,12:05:26.072000,1
7768,2022-02-26,12:44:14.315000,1
7769,2022-02-26,12:55:16.407000,1
7715,2022-02-28,10:42:05.362000,3
7770,2022-02-28,11:18:21.450000,1
7767,2022-02-28,12:35:16.781000,3
7762,2022-02-28,12:35:55.966000,3
7771,2022-02-28,13:27:06.931000,1
7766,2022-02-28,16:38:00.261000,3
7765,2022-02-28,16:38:11.940000,3
7728,2022-02-28,17:50:15.979000,3
7772,2022-03-01,11:14:10.888000,1
7764,2022-03-01,11:41:07.251000,3
7686,2022-03-01,12:39:26.716000,3
7773,2022-03-01,12:46:40.079000,1
7774,2022-03-01,13:20:18.194000,1
7775,2022-03-01,14:09:50.934000,1
7776,2022-03-01,14:26:33.931000,1
7681,2022-03-01,14:42:26.430000,3
7777,2022-03-01,16:00:10.685000,1
7778,2022-03-01,16:01:00.118000,1
7656,2022-03-01,16:08:50.850000,3
7779,2022-03-01,16:37:00.610000,1
7780,2022-03-02,10:04:47.731000,1
7781,2022-03-02,10:05:05.983000,1
7782,2022-03-02,10:40:28.940000,1
7783,2022-03-02,10:41:42.446000,1
7784,2022-03-02,10:42:59.270000,1
7785,2022-03-02,13:40:41.093000,1
7740,2022-03-02,15:20:54.909000,3
7786,2022-03-02,16:15:09.667000,1
7752,2022-03-02,17:42:19.467000,3
7787,2022-03-03,09:08:13.642000,1
7761,2022-03-03,09:26:28.953000,3
7788,2022-03-03,10:12:12.544000,1
7789,2022-03-03,10:28:29.706000,1
7790,2022-03-03,11:17:36.050000,1
7791,2022-03-03,11:30:08.291000,1
7792,2022-03-03,11:40:09.995000,1
7793,2022-03-03,12:18:00.905000,1
7794,2022-03-03,12:45:49.877000,1
7753,2022-03-03,13:07:25.431000,3
7795,2022-03-03,16:29:57.489000,1
7127,2022-03-03,17:51:14.945000,3
7796,2022-03-03,17:51:49.228000,1
7797,2022-03-03,17:55:05.357000,1
7775,2022-03-04,10:14:08.481000,3
7781,2022-03-04,12:05:00.676000,3
7717,2022-03-04,12:32:29.855000,3
7798,2022-03-04,12:54:06.561000,1
7799,2022-03-04,14:13:20.290000,1
7800,2022-03-04,15:00:43.626000,1
7742,2022-03-04,15:10:37.913000,3
7669,2022-03-04,15:11:23.452000,3
7796,2022-03-04,18:06:30.909000,3
7797,2022-03-04,18:06:37.749000,3
7801,2022-03-05,09:53:36.754000,1
7769,2022-03-05,13:05:02.548000,3
7708,2022-03-05,13:24:34.530000,3
7802,2022-03-07,10:33:16.161000,1
7711,2022-03-07,11:37:26.894000,3
7803,2022-03-07,11:52:39.249000,1
7773,2022-03-07,13:32:30.125000,3
7774,2022-03-07,16:00:23.371000,3
7803,2022-03-07,16:33:26.165000,3
7768,2022-03-07,17:35:17.647000,3
7804,2022-03-07,17:47:01.201000,1
7805,2022-03-07,17:47:54.073000,1
7704,2022-03-07,17:59:34.080000,3
7705,2022-03-07,18:00:10.110000,3
7748,2022-03-07,18:00:32.309000,3
7790,2022-03-08,09:03:55.414000,3
7795,2022-03-08,10:55:18.210000,3
7806,2022-03-08,11:07:50.679000,1
7651,2022-03-08,11:31:50.887000,3
7652,2022-03-08,11:32:06.164000,3
7807,2022-03-08,12:03:04.883000,1
7808,2022-03-08,12:05:23.730000,1
7809,2022-03-08,12:08:38.638000,1
7741,2022-03-08,13:12:14.136000,3
7739,2022-03-08,13:55:42.942000,3
7738,2022-03-08,13:56:15.391000,3
7737,2022-03-08,13:56:38.668000,3
7810,2022-03-09,09:20:09.898000,1
7811,2022-03-09,09:42:50.360000,1
7812,2022-03-09,10:28:31.251000,1
7789,2022-03-09,10:41:27.253000,3
7771,2022-03-09,10:45:21.639000,3
7760,2022-03-09,10:45:40.308000,3
7813,2022-03-09,10:49:42.729000,1
7814,2022-03-09,11:00:08.510000,1
7791,2022-03-09,11:44:39.303000,3
7763,2022-03-09,12:29:44.794000,3
7815,2022-03-09,14:59:01.056000,1
7816,2022-03-09,15:06:27.717000,1
7782,2022-03-09,16:22:30.843000,3
7784,2022-03-09,16:23:08.641000,3
7817,2022-03-09,17:02:59.156000,1
7802,2022-03-10,09:32:48.870000,3
7818,2022-03-10,09:37:41.903000,1
7780,2022-03-10,10:08:16.204000,3
7817,2022-03-11,09:38:43.430000,3
7819,2022-03-11,10:29:58.087000,1
7820,2022-03-11,10:30:48.293000,1
7806,2022-03-11,10:53:29.854000,3
7804,2022-03-11,10:59:29.794000,3
7821,2022-03-11,11:22:27.793000,1
7770,2022-03-11,11:50:24.181000,3
7755,2022-03-11,11:51:01.097000,3
7822,2022-03-11,11:55:59.824000,1
7659,2022-03-11,12:13:38.143000,3
7689,2022-03-11,12:23:56.439000,3
7623,2022-03-11,12:24:08.838000,3
7823,2022-03-11,12:48:11.360000,1
7824,2022-03-11,13:22:26.227000,1
7825,2022-03-11,13:25:14.239000,1
7826,2022-03-11,13:26:13.159000,1
7827,2022-03-11,13:27:35.470000,1
7828,2022-03-11,13:28:51.499000,1
7829,2022-03-11,13:32:34.234000,1
7830,2022-03-11,13:39:27.052000,1
7831,2022-03-11,13:43:13.957000,1
7832,2022-03-11,13:43:46.604000,1
7833,2022-03-11,14:03:44.634000,1
7834,2022-03-11,14:09:25.984000,1
7794,2022-03-11,14:39:10.474000,3
7788,2022-03-11,15:00:43.902000,3
7835,2022-03-11,15:47:11.059000,1
7836,2022-03-11,15:51:42.173000,1
7455,2022-03-11,15:54:02.761000,3
7454,2022-03-11,15:54:21.340000,3
7460,2022-03-11,15:55:09.016000,3
7461,2022-03-11,15:55:42.147000,3
7459,2022-03-11,15:56:14.635000,3
7458,2022-03-11,15:56:33.292000,3
7457,2022-03-11,15:56:46.494000,3
7456,2022-03-11,15:56:55.593000,3
7699,2022-03-11,17:40:34.088000,3
7837,2022-03-11,18:02:37.166000,1
7838,2022-03-12,10:04:18.420000,1
7839,2022-03-12,10:19:00.505000,1
7840,2022-03-12,10:23:09.523000,1
7801,2022-03-12,10:58:32.887000,3
7687,2022-03-12,11:21:33.054000,3
7841,2022-03-12,11:49:15.832000,1
7837,2022-03-14,09:36:39.340000,3
7811,2022-03-14,09:55:38.877000,3
7730,2022-03-14,10:00:15.443000,3
7842,2022-03-14,10:17:09.802000,1
7843,2022-03-14,11:34:21.861000,1
7844,2022-03-14,12:01:35.556000,1
7845,2022-03-14,12:34:24.094000,1
7846,2022-03-14,12:54:57.446000,1
7847,2022-03-14,13:01:04.433000,1
7786,2022-03-14,13:04:29.666000,3
7848,2022-03-14,13:58:49.479000,1
7849,2022-03-14,14:29:35.039000,1
7831,2022-03-14,14:37:17.655000,3
7842,2022-03-14,15:40:21.236000,3
7844,2022-03-14,16:43:56.308000,3
7779,2022-03-14,16:48:39.573000,3
7850,2022-03-14,16:51:06.248000,1
7851,2022-03-14,17:24:18.439000,1
7852,2022-03-15,13:55:00.330000,1
7853,2022-03-15,16:34:40.414000,1
7722,2022-03-15,16:48:15.736000,3
7854,2022-03-15,17:35:37.438000,1
7772,2022-03-16,11:35:42.900000,3
7855,2022-03-16,11:39:21.631000,1
7678,2022-03-16,11:55:25.700000,3
7856,2022-03-16,12:03:17.514000,1
7825,2022-03-16,12:06:31.843000,3
7857,2022-03-16,12:21:11.455000,1
7858,2022-03-16,12:37:44.666000,1
7859,2022-03-16,13:02:54.421000,1
7747,2022-03-16,13:22:47.052000,3
7709,2022-03-16,13:22:57.752000,3
7860,2022-03-16,13:30:48.998000,1
7861,2022-03-16,13:51:38.569000,1
7809,2022-03-16,13:55:22.639000,3
7862,2022-03-16,14:15:13.041000,1
7787,2022-03-16,14:44:23.089000,3
7863,2022-03-16,14:57:30.482000,1
7864,2022-03-16,15:05:54.765000,1
7843,2022-03-16,15:09:42.053000,3
7865,2022-03-16,15:50:50.268000,1
7848,2022-03-16,16:24:11.335000,3
7855,2022-03-16,18:23:42.478000,3
7863,2022-03-17,09:15:16.395000,3
7808,2022-03-17,10:24:43.943000,3
7807,2022-03-17,10:25:14.995000,3
7820,2022-03-17,10:37:49.917000,3
7819,2022-03-17,10:38:06.966000,3
7799,2022-03-17,10:56:41.088000,3
7854,2022-03-17,11:31:25.940000,3
7836,2022-03-17,11:38:40.284000,3
7840,2022-03-17,12:23:50.370000,3
7866,2022-03-17,12:37:35.605000,1
7810,2022-03-17,13:36:12.173000,3
7867,2022-03-17,13:40:46.458000,1
7868,2022-03-17,13:43:25.139000,1
7869,2022-03-17,15:50:43.050000,1
7816,2022-03-17,17:24:38.604000,3
7870,2022-03-17,17:45:22.088000,1
7871,2022-03-17,17:47:44.187000,1
7872,2022-03-18,11:41:19.154000,1
7873,2022-03-18,12:57:47.242000,1
7862,2022-03-18,13:07:12.566000,3
7865,2022-03-18,14:35:37.367000,3
7838,2022-03-18,14:35:49.084000,3
7860,2022-03-18,15:07:39.773000,3
7845,2022-03-18,15:07:50.822000,3
7874,2022-03-18,15:54:02.823000,1
7828,2022-03-18,16:20:26.873000,3
7829,2022-03-18,16:20:38.170000,3
7875,2022-03-18,16:29:05.780000,1
7869,2022-03-18,16:30:25.133000,3
7876,2022-03-22,10:33:04.614000,1
7877,2022-03-22,10:43:22.194000,1
7878,2022-03-22,10:47:53.411000,1
7823,2022-03-22,11:01:01.410000,3
7856,2022-03-22,11:54:40.012000,3
7879,2022-03-22,14:01:02.995000,1
7875,2022-03-22,16:23:38.469000,3
7880,2022-03-22,18:01:06.516000,1
7798,2022-03-23,10:06:14.505000,3
7881,2022-03-23,10:14:59.078000,1
7882,2022-03-23,11:46:26.433000,1
7883,2022-03-23,13:13:54.658000,1
7884,2022-03-23,13:14:48.336000,1
7885,2022-03-23,13:15:09.244000,1
7886,2022-03-23,13:16:16.813000,1
7887,2022-03-23,13:52:27.724000,1
7888,2022-03-23,13:56:37.494000,1
7887,2022-03-23,16:11:41.822000,3
7792,2022-03-23,17:00:46.358000,3
7821,2022-03-24,09:17:44.894000,3
7889,2022-03-24,09:29:03.675000,1
7881,2022-03-24,10:13:21.030000,3
7890,2022-03-24,11:07:42.555000,1
7891,2022-03-24,13:19:27.319000,1
7892,2022-03-24,13:22:28.146000,1
7893,2022-03-24,13:25:56.706000,1
7894,2022-03-24,13:32:20.645000,1
7895,2022-03-24,13:35:56.611000,1
7830,2022-03-24,14:04:13.435000,3
7832,2022-03-24,14:04:42.392000,3
7896,2022-03-24,15:58:22.072000,1
7853,2022-03-24,16:04:03.964000,3
7897,2022-03-25,10:33:06.717000,1
7813,2022-03-25,10:44:11.319000,3
7898,2022-03-25,11:19:48.287000,1
7872,2022-03-25,11:41:42.174000,3
7826,2022-03-25,11:43:42.577000,3
7824,2022-03-25,11:43:55.937000,3
7637,2022-03-25,11:44:08.616000,3
7827,2022-03-25,11:44:58.023000,3
7873,2022-03-25,13:04:22.439000,3
7793,2022-03-25,13:17:07.725000,3
7899,2022-03-25,15:48:35.372000,1
7900,2022-03-25,16:04:20.725000,1
7901,2022-03-25,16:06:15.050000,1
7902,2022-03-25,16:45:23.755000,1
7903,2022-03-25,17:16:03.638000,1
7904,2022-03-26,09:41:50.070000,1
7905,2022-03-26,09:48:10.984000,1
7880,2022-03-26,11:46:06.722000,2
7888,2022-03-26,12:25:17.052000,3
7905,2022-03-26,12:40:56.822000,3
7841,2022-03-28,09:37:54.964000,3
7906,2022-03-28,09:59:51.941000,1
7907,2022-03-28,11:19:34.385000,1
7908,2022-03-28,12:10:37.169000,1
7909,2022-03-28,12:34:46.294000,1
7910,2022-03-28,15:11:46.643000,1
7911,2022-03-28,15:45:36.165000,1
7912,2022-03-28,16:18:57.576000,1
7800,2022-03-28,16:50:36.304000,3
7913,2022-03-28,17:29:27.528000,1
7864,2022-03-29,09:58:20.699000,3
7867,2022-03-29,09:58:55.069000,3
7868,2022-03-29,09:59:07.825000,3
7914,2022-03-29,10:32:24.560000,1
7882,2022-03-29,10:58:26.191000,3
7900,2022-03-29,13:22:45.120000,3
7915,2022-03-29,13:40:38.002000,1
7898,2022-03-29,13:47:44.397000,3
7916,2022-03-29,13:51:17.606000,1
7917,2022-03-29,13:51:53.892000,1
7918,2022-03-29,14:08:18.748000,1
7912,2022-03-29,16:43:13.738000,3
7919,2022-03-29,17:27:06.575000,1
7879,2022-03-29,17:32:15.621000,3
7870,2022-03-29,17:46:54.517000,3
7871,2022-03-29,17:47:32.483000,3
7920,2022-03-29,17:57:30.541000,1
7921,2022-03-30,09:36:00.588000,1
7922,2022-03-30,11:03:33.983000,1
7923,2022-03-30,11:07:50.839000,1
7924,2022-03-30,12:51:28.306000,1
7876,2022-03-30,13:22:11.070000,3
7925,2022-03-30,13:43:13.685000,1
7732,2022-03-31,09:21:58.900000,3
7926,2022-03-31,10:40:28.606000,1
7927,2022-03-31,11:14:17.930000,1
7928,2022-03-31,11:22:16.653000,1
7929,2022-03-31,14:17:25.053000,1
7919,2022-03-31,14:23:51.689000,3
7783,2022-03-31,15:38:05.869000,3
7930,2022-03-31,17:55:28.181000,1
7931,2022-03-31,17:58:49.655000,1
7932,2022-04-01,10:07:48.926000,1
7933,2022-04-01,10:09:09.893000,1
7859,2022-04-01,10:16:39.997000,3
7928,2022-04-01,10:48:20.732000,3
7880,2022-04-01,11:47:37.486000,3
7913,2022-04-01,13:10:01.430000,3
7934,2022-04-01,13:35:10.497000,1
7935,2022-04-01,14:43:11.432000,1
7936,2022-04-01,14:59:13.105000,1
7937,2022-04-01,15:00:56.036000,1
7883,2022-04-01,15:04:54.397000,3
7884,2022-04-01,15:05:09.597000,3
7885,2022-04-01,15:05:20.145000,3
7886,2022-04-01,15:05:30.224000,3
7903,2022-04-01,16:11:49.723000,3
7911,2022-04-01,16:48:35.349000,3
7938,2022-04-02,11:10:55.822000,1
7904,2022-04-02,11:31:54.862000,3
7278,2022-04-04,09:46:03.415000,3
7906,2022-04-04,09:47:10.527000,3
7939,2022-04-04,09:53:22.323000,1
7851,2022-04-04,10:10:55.384000,3
7877,2022-04-04,10:19:45.814000,3
7914,2022-04-04,10:32:18.832000,3
7889,2022-04-04,10:43:24.485000,3
7927,2022-04-04,10:48:46.311000,3
7922,2022-04-04,10:54:21.610000,3
7818,2022-04-04,10:59:38.872000,3
7897,2022-04-04,11:00:01.780000,3
7857,2022-04-04,11:04:13.543000,3
7858,2022-04-04,11:05:33.148000,3
7940,2022-04-04,12:15:26.340000,1
7908,2022-04-04,12:36:37.236000,3
7924,2022-04-04,12:50:26.255000,3
7757,2022-04-04,12:51:35.802000,3
7834,2022-04-04,12:53:11.381000,3
7833,2022-04-04,12:54:36.576000,3
7941,2022-04-04,13:41:32.962000,1
7942,2022-04-04,15:59:37.387000,1
7943,2022-04-04,17:06:12.076000,1
7944,2022-04-04,17:20:52.687000,1
7918,2022-04-05,10:04:30.870000,3
7907,2022-04-05,10:58:50.768000,3
7945,2022-04-05,13:16:06.677000,1
7921,2022-04-05,13:27:32.958000,3
7946,2022-04-05,16:04:10.709000,1
7812,2022-04-05,16:15:50.814000,3
7785,2022-04-05,16:16:25.193000,3
7814,2022-04-05,17:24:26.439000,3
7910,2022-04-06,10:55:00.036000,3
7947,2022-04-06,11:20:04.405000,1
7948,2022-04-06,11:44:01.991000,1
7925,2022-04-06,11:56:33.234000,3
7923,2022-04-06,12:19:18.176000,3
7949,2022-04-06,13:40:05.509000,1
7950,2022-04-06,16:03:32.056000,1
7951,2022-04-06,16:25:03.397000,1
7932,2022-04-07,09:24:23.767000,3
7933,2022-04-07,09:24:49.542000,3
7938,2022-04-07,11:36:00.769000,3
7940,2022-04-07,12:49:29.035000,3
7952,2022-04-07,13:31:43.544000,1
7953,2022-04-07,13:43:24.291000,1
7954,2022-04-07,13:44:00.988000,1
7955,2022-04-07,14:04:02.670000,1
7956,2022-04-07,14:10:15.423000,1
7901,2022-04-07,14:13:37.518000,3
7957,2022-04-07,15:36:14.905000,1
7850,2022-04-07,15:42:22.923000,3
7866,2022-04-07,15:42:31.662000,3
7899,2022-04-07,15:42:41.551000,3
7952,2022-04-07,16:28:07.426000,3
7951,2022-04-07,17:56:37.361000,3
7958,2022-04-08,11:24:39.256000,1
7959,2022-04-08,11:25:37.282000,1
7890,2022-04-08,11:53:15.430000,3
7946,2022-04-08,12:51:27.280000,3
7960,2022-04-08,13:07:41.512000,1
7961,2022-04-08,15:01:07.425000,1
7917,2022-04-08,15:08:47.952000,3
7861,2022-04-08,16:10:11.510000,3
7944,2022-04-08,16:13:54.695000,3
7954,2022-04-08,16:16:51.771000,3
7962,2022-04-08,16:16:57.896000,1
7874,2022-04-08,17:08:28.483000,3
7963,2022-04-08,17:38:56.004000,1
7956,2022-04-09,11:11:30.244000,3
7964,2022-04-09,11:13:29.411000,1
7939,2022-04-09,11:17:33.829000,3
7965,2022-04-09,12:00:11.487000,1
7934,2022-04-09,12:10:28.210000,3
7846,2022-04-09,12:26:05.401000,3
7965,2022-04-09,13:05:06.448000,3
7958,2022-04-11,10:01:06.966000,3
7931,2022-04-11,10:23:54.560000,3
7949,2022-04-11,10:39:06.342000,3
7733,2022-04-11,12:15:57.896000,3
7942,2022-04-11,14:16:41.203000,3
7909,2022-04-11,14:26:59.627000,3
7950,2022-04-11,14:30:10.174000,3
7966,2022-04-11,15:01:04.359000,1
7967,2022-04-11,16:06:02.401000,1
7968,2022-04-11,16:08:15.284000,1
7847,2022-04-11,16:40:14.883000,3
7969,2022-04-11,16:50:09.174000,1
7970,2022-04-11,16:53:54.008000,1
7835,2022-04-11,17:35:03.875000,3
7592,2022-04-11,17:35:48.660000,3
7971,2022-04-11,18:12:50.509000,1
7972,2022-04-12,10:12:54.619000,1
7973,2022-04-12,10:32:27.957000,1
7930,2022-04-12,12:45:45.958000,3
7974,2022-04-12,13:09:39.733000,1
7975,2022-04-12,13:15:49.944000,1
7976,2022-04-12,13:16:29.961000,1
7977,2022-04-12,13:17:54.648000,1
7945,2022-04-12,13:28:10.536000,3
7978,2022-04-12,13:36:54.842000,1
7937,2022-04-12,13:43:43.467000,3
7960,2022-04-12,15:03:50.394000,3
7967,2022-04-12,17:12:20.768000,3
7979,2022-04-13,12:19:11.807000,1
7959,2022-04-13,14:14:44.685000,3
7980,2022-04-13,14:23:12.412000,1
7980,2022-04-13,15:05:25.140000,3
7981,2022-04-13,16:11:03.651000,1
7926,2022-04-13,16:38:18.332000,3
7981,2022-04-13,17:00:13.380000,3
7982,2022-04-13,17:48:52.063000,1
7962,2022-04-18,09:57:09.572000,3
7983,2022-04-18,10:50:00.075000,1
7984,2022-04-18,10:52:14.965000,1
7964,2022-04-18,11:42:37.086000,3
7953,2022-04-18,12:07:40.609000,3
7961,2022-04-18,12:32:19.458000,3
7916,2022-04-18,12:33:30.625000,3
7985,2022-04-18,12:51:14.068000,1
7986,2022-04-18,12:51:20.414000,1
7987,2022-04-18,16:10:28.955000,1
7988,2022-04-19,09:06:54.650000,1
7989,2022-04-19,09:14:21.030000,1
7990,2022-04-19,09:21:43.349000,1
7991,2022-04-19,09:22:10.038000,1
7992,2022-04-19,09:24:14.311000,1
7993,2022-04-19,09:45:09.258000,1
7979,2022-04-19,09:57:14.278000,3
7966,2022-04-19,10:16:01.842000,3
7984,2022-04-19,10:45:51.649000,3
7994,2022-04-19,11:13:18.082000,1
7995,2022-04-19,11:31:57.747000,1
7996,2022-04-19,12:20:44.259000,1
7997,2022-04-19,13:16:16.810000,1
7972,2022-04-19,17:10:12.834000,3
7973,2022-04-19,17:10:33.454000,3
7987,2022-04-19,17:21:10.083000,3
7998,2022-04-20,09:47:08.123000,1
7999,2022-04-20,10:35:37.543000,1
7996,2022-04-20,11:07:18.933000,3
8000,2022-04-20,12:05:41.387000,1
8001,2022-04-20,12:05:52.528000,1
7935,2022-04-20,12:08:11.041000,3
8002,2022-04-20,15:12:36.907000,1
8003,2022-04-20,15:28:41.057000,1
8004,2022-04-20,15:40:09.449000,1
8005,2022-04-20,15:48:03.697000,1
8006,2022-04-20,16:03:09.082000,1
7977,2022-04-20,16:23:37.464000,3
8007,2022-04-20,16:40:44.325000,1
7983,2022-04-21,09:40:21.016000,3
8008,2022-04-21,09:56:37.999000,1
7998,2022-04-21,10:04:32.605000,3
8009,2022-04-21,11:58:21.594000,1
7976,2022-04-21,11:59:29.157000,3
7943,2022-04-21,14:44:10.712000,3
8010,2022-04-21,16:21:33.551000,1
8011,2022-04-21,16:30:10.189000,1
8012,2022-04-21,16:34:18.907000,1
8013,2022-04-21,17:01:12.996000,1
7990,2022-04-22,10:54:06.559000,3
7991,2022-04-22,10:54:31.676000,3
7992,2022-04-22,10:54:49.094000,3
7982,2022-04-22,12:14:55.004000,3
7995,2022-04-22,13:53:12.192000,3
8006,2022-04-22,13:53:39.136000,3
8002,2022-04-22,14:21:01.140000,3
7929,2022-04-22,14:59:49.953000,3
8014,2022-04-22,15:15:54.594000,1
8015,2022-04-22,15:17:31.499000,1
7989,2022-04-22,17:09:47.053000,3
8016,2022-04-22,17:38:24.306000,1
8008,2022-04-23,11:08:17.071000,3
8007,2022-04-25,11:11:05.653000,3
8017,2022-04-25,12:29:57.206000,1
8018,2022-04-25,12:30:57.029000,1
7941,2022-04-25,13:09:49.645000,3
7985,2022-04-25,13:10:02.017000,3
8019,2022-04-25,14:47:55.072000,1
7974,2022-04-25,15:07:13.959000,3
7978,2022-04-25,17:02:01.450000,3
7963,2022-04-25,17:03:59.628000,3
7968,2022-04-26,09:41:31.055000,3
7776,2022-04-26,09:41:58.435000,3
8009,2022-04-26,09:42:14.684000,3
8020,2022-04-26,09:45:20.220000,1
7920,2022-04-26,09:57:05.722000,3
8021,2022-04-26,11:26:28.276000,1
8022,2022-04-26,11:26:55.043000,1
7997,2022-04-26,11:59:29.859000,3
7975,2022-04-26,12:00:06.098000,3
8023,2022-04-26,14:02:18.280000,1
8024,2022-04-26,17:19:39.217000,1
8025,2022-04-26,17:28:59.568000,1
8026,2022-04-27,09:50:05.750000,1
8027,2022-04-27,09:56:26.756000,1
8027,2022-04-27,10:42:59.272000,3
8020,2022-04-27,12:12:34.940000,3
8028,2022-04-27,12:18:54.415000,1
7902,2022-04-27,13:19:40.699000,3
8022,2022-04-27,13:31:12.663000,3
8017,2022-04-27,14:33:15.370000,3
8018,2022-04-27,14:33:25.528000,3
7955,2022-04-27,14:47:09.217000,3
8012,2022-04-27,14:47:47.145000,3
7970,2022-04-27,14:47:58.606000,3
8029,2022-04-27,14:48:01.640000,1
8030,2022-04-27,15:49:58.498000,1
7988,2022-04-27,16:03:19.849000,3
7957,2022-04-27,16:41:50.219000,3
8031,2022-04-27,17:06:31.935000,1
7947,2022-04-27,17:12:37.863000,3
8014,2022-04-27,17:12:52.483000,3
8015,2022-04-27,17:13:06.197000,3
8016,2022-04-28,12:29:50.055000,3
8032,2022-04-28,13:00:00.024000,1
8033,2022-04-28,15:56:15.607000,1
8013,2022-04-28,17:42:59.586000,3
8023,2022-04-28,17:50:27.067000,3
8034,2022-04-29,14:26:41.301000,1
7915,2022-04-29,14:37:51.995000,3
8029,2022-04-29,14:44:03.703000,3
8035,2022-04-29,16:05:26.458000,1
8036,2022-04-29,16:09:44.804000,1
8037,2022-04-30,09:04:51.258000,1
8037,2022-04-30,09:28:05.504000,3
8028,2022-04-30,11:05:33.203000,3
6938,2022-04-30,11:09:39.272000,3
6676,2022-04-30,11:12:01.507000,3
6661,2022-04-30,11:17:07.993000,3
7994,2022-05-02,11:26:02.392000,3
8033,2022-05-02,12:14:14.448000,3
8038,2022-05-02,13:32:02.441000,1
8032,2022-05-02,13:35:54.213000,3
7969,2022-05-02,13:36:17.312000,3
8039,2022-05-02,14:44:21.870000,1
8040,2022-05-02,16:37:56.028000,1
8041,2022-05-02,16:54:06.461000,1
8042,2022-05-02,17:03:13.029000,1
8003,2022-05-02,17:21:00.067000,3
8043,2022-05-02,17:30:31.691000,1
8044,2022-05-03,10:14:17.293000,1
