CODIGO,NOMBRE,CODMARCA,FECHA_AUD,HORA_AUD
7274,S650,506,2022-02-01,13:01:43.830000
7275,D12U,447,2022-02-02,15:50:17.892000
7276,TC-9200,808,2022-02-04,12:40:03.077000
7277,MFP 477FNW,449,2022-02-04,16:38:55.750000
7278,P100-DH,443,2022-02-04,17:05:52.708000
7279,G227HQL,373,2022-02-08,09:29:51.694000
7280,615,449,2022-02-08,09:34:17.197000
7281,W11C,492,2022-02-08,12:44:38.507000
7282,G42-415DX,449,2022-02-09,09:34:18.406000
7283,21-B0015LA,449,2022-02-09,11:01:51.097000
7284,P55W-C5200X,504,2022-02-09,12:50:38.859000
7285,MFC-T910DW,442,2022-02-11,13:13:16.725000
7286,P47F001,447,2022-02-11,13:24:17.752000
7287,TX-50,809,2022-02-12,12:38:15.033000
7288,TI-5660,514,2022-02-14,11:48:52.567000
7289,22-B204LA,449,2022-02-14,13:15:36.966000
7290,ZC300,459,2022-02-14,13:57:22.746000
7291,IDEA PAD 3 15ADA05,446,2022-02-14,14:17:01.117000
7292,R-SMART 1510,477,2022-02-14,16:51:42.377000
7293,MICRO STAR,802,2022-02-14,16:53:35.162000
7294,D1520,443,2022-02-16,17:05:18.265000
7295,SAMART TANK 533,449,2022-02-17,10:44:49.068000
7296,24-G205LA,449,2022-02-18,11:02:43.054000
7297,3747,510,2022-02-18,14:34:58.672000
7298,6747,510,2022-02-18,14:39:03.579000
7299,COLOR LASER MFP M283FDW,449,2022-02-18,17:35:08.456000
7300,15-DA0077LA,449,2022-02-19,12:22:27.404000
7301,ES-500W,441,2022-02-21,14:53:12.137000
7302,S5120LA,449,2022-02-22,13:01:08.167000
7303,N17Q4,373,2022-02-22,15:26:19.365000
7304,ASPIRE 3 A315-41 SEIES,373,2022-02-23,10:47:34.615000
7305, INSPIRON 14,447,2022-02-23,14:40:06.955000
7306,LXC14CMH,550,2022-02-24,09:36:30.975000
7307,V5-431-2875,373,2022-02-25,10:48:24.025000
7308,PP11L,447,2022-02-25,10:53:09.670000
7309,15-AK003LA,449,2022-02-25,10:56:13.731000
7310,INSPIRON 2320,447,2022-02-25,16:20:36.003000
7311,A1989,782,2022-02-25,16:44:53.549000
7312,IDEA PAD SLIM 1-14AST-05,810,2022-03-01,11:14:10.871000
7313,M2035DN/L,384,2022-03-01,16:00:10.680000
7314,IDEA PAD S145-25IKB,446,2022-03-01,16:37:00.606000
7315,24-R0007LA,449,2022-03-02,10:04:47.717000
7316,MFC-7840W,442,2022-03-02,10:05:05.979000
7317,LASER Pro M15w,449,2022-03-02,10:40:28.936000
7318,SATELLITE S40DT-ASP4382S,504,2022-03-02,10:41:42.443000
7319,PRO BOOK 640 G3,449,2022-03-02,10:42:59.266000
7320,EC-EM-80250,517,2022-03-03,10:28:29.700000
7321,5E1200,598,2022-03-03,11:30:08.286000
7322,81MW,811,2022-03-03,16:29:57.486000
7323,SATELLITE P775-57320,504,2022-03-03,17:55:05.354000
7324,14-Aal001la,449,2022-03-09,10:28:31.244000
7325,EEE PC 1001PXD,475,2022-03-09,11:00:08.508000
7326,PCG-7182U,144,2022-03-09,15:06:27.712000
7327,7016 USB/R,476,2022-03-11,10:29:58.073000
7328,PROXPREESS M4020ND,128,2022-03-11,13:32:34.230000
7329,P69G,447,2022-03-11,13:43:13.952000
7330,VOSTRO 3401,447,2022-03-11,14:03:44.630000
7333,9PX1500RT,598,2022-03-11,15:47:11.052000
7334,NEVERSTOP LASER 1000N,449,2022-03-14,11:34:21.856000
7335,DESK JET 5525,449,2022-03-14,14:29:35.026000
7336,LATITUDE E5450,447,2022-03-14,16:51:06.243000
7337,G40-45,446,2022-03-15,17:35:37.433000
7338,17-BY2053CL,449,2022-03-16,11:39:21.618000
7339,15-DH0005LA,449,2022-03-16,12:21:11.452000
7340,THINK CENTRE M700,446,2022-03-16,13:30:48.994000
7341,L13,446,2022-03-17,12:37:35.592000
7342,MB5410,443,2022-03-18,11:41:19.126000
7343,MB2010,443,2022-03-22,10:47:53.406000
7344,PAVILION DV7,449,2022-03-22,14:01:02.978000
7345,PROO BOOK 440 G7,449,2022-03-22,18:01:06.507000
7346,ASPIRE V5 -431 SERIES,373,2022-03-23,11:46:26.427000
7347,PCG-81113L,144,2022-03-23,13:56:37.490000
7348,SRP-350 PLUS III,719,2022-03-24,11:07:42.549000
7349,CPD-L5500DN,442,2022-03-24,15:58:22.068000
7350,ASPIRE A515-54  SERIES,373,2022-03-25,15:48:35.364000
7351,240G7,449,2022-03-25,16:06:15.047000
7352,LN37D550K1F,128,2022-03-25,16:45:23.740000
7353,G41-35,446,2022-03-26,09:41:50.048000
7354,240 G8,449,2022-03-26,09:48:10.981000
7355,pro 7740,449,2022-03-28,09:59:51.924000
7356,2775,449,2022-03-28,11:19:34.382000
7357,VORAGO GENERICO,549,2022-03-28,12:10:37.165000
7358,TRUE BASIX GENERICO,515,2022-03-28,16:18:57.568000
7359,ASPIRE ONE ZA3,373,2022-03-29,13:40:37.954000
7360,IMAGE CLASS MF264DW,443,2022-03-29,13:51:17.601000
7361,m402dw,449,2022-03-30,11:07:50.832000
7362,15-DB0011LA,449,2022-03-31,17:58:49.650000
7363,X543B,475,2022-04-06,11:44:01.984000
7364,COMPAQ MINI,449,2022-04-07,14:10:15.417000
7365,PRO MFP 477DW,449,2022-04-07,15:36:14.902000
7366,MFP M527,449,2022-04-08,11:24:39.241000
7367,PAVILLION X360 14-BA009LA,449,2022-04-08,16:16:57.892000
7368,MFP  521DN,449,2022-04-08,17:38:56
7369,PCG-5J1P,144,2022-04-11,16:50:09.169000
7370,INSPIRON MINI 10,447,2022-04-11,18:12:50.505000
7371,14-BA004LA,449,2022-04-12,10:12:54.589000
7372,Z40-70,446,2022-04-12,13:15:49.940000
7373,PRO BOOK 640 G2,449,2022-04-12,13:36:54.838000
7374,ER-350,128,2022-04-13,14:23:12.404000
7375,IDA PAD 3 14ITL6,810,2022-04-13,16:11:03.647000
7376,A1990,465,2022-04-13,17:48:52.058000
7377,XPG,812,2022-04-18,10:52:14.956000
7378,15-AC102LA,449,2022-04-19,09:14:21.024000
7379,2010-ALL,446,2022-04-20,10:35:37.535000
7380,15-CW0007LA,449,2022-04-20,15:40:09.444000
7381,APC 650,403,2022-04-21,11:58:21.587000
7382,TANK 500,449,2022-04-21,16:21:33.547000
7383,APC 350,403,2022-04-21,17:01:12.990000
7384,IMAGE RUNER 1023IF,443,2022-04-22,17:38:24.299000
7385,T-02,506,2022-04-25,12:30:57.023000
7386,E198FPF,447,2022-04-25,14:47:55.067000
7387,DCP-T220,442,2022-04-26,11:26:55.038000
7388,zxp series 3,459,2022-04-26,17:19:39.211000
7389,LED-W18-200,549,2022-04-26,17:28:59.562000
7390,1619SW,553,2022-04-27,12:18:54.407000
7391,DCP T710W,442,2022-04-27,14:48:01.636000
7392,POPTIPLEX790,447,2022-04-28,15:56:15.600000
7393,ideapad s400 touch,446,2022-04-29,14:26:41.287000
7394,ISB SOLA BASIC,590,2022-04-29,16:05:26.453000
7395,LASER JET PRO MFP M281FDW,449,2022-04-29,16:09:44.799000
7396,110 PLUS,449,2022-05-02,16:37:56.022000
7397,N19H2,373,2022-05-02,17:03:13.023000
7398,LN37D550K1FXZX,128,2022-05-03,11:40:56.023000
7399,K513E,475,2022-05-03,11:48:02.930000
7401,521,449,2022-05-04,14:47:19.530000
7402,PCR-T285,19,2022-05-06,14:57:37.524000
7403,MFC-J460DW,442,2022-05-06,14:59:19.078000
7404,ASPIRE ZS600,373,2022-05-09,11:09:40.817000
7405,32 LED SMART,120,2022-05-09,11:41:12.752000
7406,IDEAPAD 3 15IIL05,446,2022-05-09,13:25:27.687000
7407,27374,449,2022-05-09,14:47:05.795000
7408,ECOSYS M3145IDN,384,2022-05-11,13:01:30.661000
7409,IDEA CENTRE AIO 300-22ACL,446,2022-05-13,10:56:53.864000
7410,G2110,443,2022-05-13,13:33:52.614000
7411,107A,449,2022-05-13,17:01:13.614000
7412,B210,448,2022-05-16,10:15:08.246000
7413,Z5WAH,373,2022-05-17,08:59:30.989000
7414,LASER JET PRO 200 COLOR MFP M276NW,449,2022-05-17,17:36:54.310000
7415,15-da2017la,449,2022-05-18,10:07:28.427000
7416,800 PLUS,712,2022-05-18,13:55:48.656000
7417,IMAGE CLASS MF 5950DW,443,2022-05-19,12:02:37.965000
7418,SM,560,2022-05-21,12:12:53.274000
7419,81WE,446,2022-05-23,09:32:17.666000
7420,OMNISTART 700,591,2022-05-23,12:20:08.262000
7421,VOSTRO 3400,447,2022-05-23,12:47:14.477000
7422,IDEAPAD 3 15ITL05,446,2022-05-23,14:41:41.523000
7423,X515J,475,2022-05-23,14:45:17.218000
7424,14-AN006LA,449,2022-05-23,17:25:19.246000
7425,OFFICE JET PRO 8620,449,2022-05-24,13:58:42.358000
7426,15-AB11ALA,449,2022-05-25,15:27:45.848000
7427,BE 425M,403,2022-05-25,17:18:36.003000
7428,15-AB111LA,449,2022-05-26,11:32:15.671000
7429,latitude 7280,447,2022-05-27,10:41:06.707000
7430,KLVL-WDE9Q,723,2022-05-28,11:29:32.277000
7431,NL-2132,813,2022-05-28,13:14:20.859000
7432,15-DA0011LA,449,2022-05-30,12:54:59.210000
7433,M428DW,449,2022-05-30,14:48:24.820000
7434,11-AB013LA,449,2022-06-01,13:17:50.148000
7435,PRO-300,621,2022-06-02,11:53:34.157000
7436,IDEA PAD S145-14AST,446,2022-06-06,13:06:50.487000
7437,F170,441,2022-06-06,13:22:32.934000
7438,15-ER0021LA,449,2022-06-07,13:45:49.681000
7439,MT1000,466,2022-06-09,10:54:34.879000
7440,CX-85,814,2022-06-09,13:50:40.031000
7443,530,449,2022-06-10,14:21:08.209000
7444,7500,449,2022-06-11,11:48:54.539000
7445,MF4880DW,443,2022-06-13,13:07:23.132000
7446,ISB PROTECTORDOR LCD ,590,2022-06-13,16:08:14.715000
7447,PAVILION 22-A151LA,449,2022-06-15,09:23:17.496000
7448,MFC-T9100DW,442,2022-06-15,14:04:34.776000
7449,PTOBOOK 650G1,449,2022-06-16,16:34:10.043000
7450,M6-K010DX,449,2022-06-16,16:41:13.276000
7451,LE-3220,816,2022-06-17,11:01:31.636000
7452,KGK420T,459,2022-06-17,11:40:58.486000
7453,YOGAC9030-13IKB,446,2022-06-17,15:20:24.588000
7454,32E200U,504,2022-06-17,18:08:33.239000
7455,6788,510,2022-06-20,13:07:05.680000
7456,SR800,636,2022-06-21,10:02:50.057000
7457,15IIL05,446,2022-06-21,11:49:09.733000
7459,M24FW,449,2022-06-21,12:11:04.972000
7460,THINK CENTER M600,446,2022-06-22,09:07:28.194000
7461,42LH40-UA,270,2022-06-24,12:41:40.181000
7462,4050TN,449,2022-06-24,13:35:28.707000
7463,PRO BOOK 440 G3,449,2022-06-24,14:09:13.998000
7464,LBP 6000,443,2022-06-24,14:56:35.711000
7465,MAXBR1A,500,2022-06-25,12:05:19.597000
7466,PRO 400 MFP M425DN,449,2022-06-27,12:38:43.892000
7467,PAVILION DV9000,449,2022-06-27,12:42:13.590000
7468,15-AB115LA,449,2022-06-27,12:42:48.279000
7469,NB-2200,621,2022-06-27,13:39:55.746000
7470,A507U,475,2022-06-28,16:04:15.114000
7471,280-UL-1,817,2022-06-28,17:03:59.467000
7472,TSP100,544,2022-06-28,17:06:14.316000
7473,SRP-F312II,719,2022-06-28,17:08:18.270000
7474,IDEAPAD 314ADA05,446,2022-06-29,12:06:05.141000
7475,.,449,2022-06-30,09:40:47.972000
7477,DESK JET GT5820,449,2022-06-30,11:41:34.065000
7478,SM-G955F,128,2022-06-30,12:05:57.685000
7479,MP11DX-2,443,2022-07-01,09:44:11.162000
7480,DESING JET T120,449,2022-07-01,17:26:18.536000
7481,DSV0008,373,2022-07-05,12:34:20.917000
7482,7740 PRO ,449,2022-07-06,14:18:12.407000
7483,LASER JET 3052,449,2022-07-07,16:33:03.617000
7484,14-AX104LA,449,2022-07-11,13:33:19.525000
7485,MG2217,550,2022-07-11,13:41:00.024000
7486,15-DA2016LA,449,2022-07-12,13:34:04.899000
7487,LASER MFP 135W,449,2022-07-14,14:48:04.031000
7488,BX1000L-LM,403,2022-07-14,17:52:50.840000
7489,TDE,818,2022-07-14,17:54:39.620000
7490,PAVILION DV4-1129LA,449,2022-07-15,16:09:33.260000
7491,LASER PRO MFP M125a,449,2022-07-18,10:51:13.740000
7492,IDEA PAD 3 81WH,446,2022-07-18,13:45:44.468000
7493,Z506,703,2022-07-18,14:38:44.534000
7494,EM32TS,819,2022-07-19,17:24:49.800000
7495,IDEA PAD Z480,446,2022-07-20,13:27:18.827000
7496,SATELITE C855D-SP2565FM ,504,2022-07-21,15:54:45.263000
7497,100 PLUS,449,2022-07-23,11:38:38.243000
7498,S200E,475,2022-07-25,16:40:03.214000
7499,SRP-270A,719,2022-07-25,17:40:41.974000
7500,ASPIRE Z3-705,373,2022-07-26,10:41:27.642000
7501,NBKS 600,590,2022-07-26,12:39:29.280000
7502,HT-43 ST,820,2022-07-26,14:48:19.638000
7503,SMART1510,477,2022-07-27,13:05:10.977000
7504,COMPAQ PRESARIO CQ1-1402LA,449,2022-07-27,13:59:16.493000
7505,INSPIRON 3558,447,2022-07-28,13:33:08.338000
7506,ERI-3-048 PC 3300,466,2022-08-02,11:33:03.794000
7507,PRESARIO SR2020LA,602,2022-08-02,12:54:27.427000
7508,FCLSD-0503,449,2022-08-02,13:55:34.607000
7509,14-AV006LA,449,2022-08-02,13:58:36.554000
7510,13-AH0002LA,449,2022-08-04,09:43:20.536000
7511,BE650GI-LM,403,2022-08-04,12:41:07.098000
7512,7099-R2S,446,2022-08-04,13:36:51.059000
7513,P1102 W,449,2022-08-05,15:27:59.285000
7514,G7010,443,2022-08-08,14:31:41.973000
7515,L2540DW,442,2022-08-09,11:05:14.715000
7516,ASPIRE ZC-700,373,2022-08-09,13:05:48.901000
7517,P3005,449,2022-08-09,16:35:42.735000
7518,223BW,128,2022-08-10,09:47:09.155000
7519,KDL32BX300,144,2022-08-10,09:50:59.405000
7520,G4110,443,2022-08-10,12:43:14.596000
7521,24y display,449,2022-08-10,14:58:16.793000
7522,DS-7324HGHI-SH,771,2022-08-10,15:23:50.691000
7523,B215,448,2022-08-11,13:59:14.416000
7524,Q200E,475,2022-08-12,09:09:03.436000
7525,U-DR80MD,144,2022-08-12,13:34:07.327000
7526,XPRESS M22020,128,2022-08-12,15:30:13.412000
7527,PRO BOOK 640 G4,449,2022-08-13,11:36:50.131000
7528,15-AY007LA,449,2022-08-15,15:48:01.452000
7529,M428FDW,449,2022-08-15,17:59:12.484000
7530,32PFL4609 / F8,790,2022-08-16,12:37:22.612000
7531,N16P2,373,2022-08-18,11:09:09.363000
7532,ASPIRE 5736Z-4799,373,2022-08-18,12:10:23.261000
7533,F0BB,446,2022-08-19,09:34:51.316000
7534,PRO 8210,449,2022-08-19,11:23:32.598000
7535, M477FNW,449,2022-08-19,11:30:03.491000
7536,J825DW,442,2022-08-19,13:14:17.957000
7537,AL2016W B,373,2022-08-22,11:30:36.328000
7538,HP240G4,449,2022-08-23,12:58:13.385000
7539,COMPAQ 6530B,449,2022-08-24,12:12:36.257000
7540,IDEAPAD 300-14ISK,446,2022-08-24,13:23:00.620000
7541,XR 21 162,590,2022-08-26,13:17:07.479000
7542,LASER JET P3055,449,2022-08-29,11:38:27.864000
7543,TX130,441,2022-08-29,15:09:41.660000
7544,E406N,475,2022-08-29,15:12:33.392000
7545,OFICE JET PRO 8600,449,2022-08-30,10:35:13.205000
7546,XR-21-102,590,2022-08-30,13:04:33.849000
7547,50H6E,628,2022-08-30,17:09:13.032000
7548,SPTV32Z1,589,2022-08-30,17:35:39.948000
7549,LASER JET P1505,449,2022-08-31,09:41:54.149000
7550,L3210,441,2022-08-31,12:52:27.038000
7551,IDEA PAD 100S-14IBR,446,2022-08-31,14:16:10.723000
7552,22-C033LA,449,2022-08-31,16:11:19.670000
7554,COLO MFP M479DW,449,2022-08-31,16:51:05.012000
7555,ACTIVE COOL,560,2022-09-01,12:31:01.617000
7556,MINI 110-3700LA,449,2022-09-01,15:40:11.258000
7557,SUA1500,403,2022-09-05,10:50:32.850000
7558,WORD CENTER 3325,448,2022-09-05,11:28:08.429000
7559,L6191,441,2022-09-05,12:05:45.365000
7560,INSPIROB 5593,447,2022-09-05,15:08:38.325000
7561,ASPIRE 5530 SERIES,373,2022-09-05,16:31:15.419000
7562,HD650-1T,822,2022-09-05,17:59:43.006000
7563,BE202,823,2022-09-06,12:09:36.072000
7564,HL-2170W,442,2022-09-06,16:45:05.735000
7565,PRO EXPRESS C3010ND,128,2022-09-06,17:46:57.106000
7566,LASERJET M1212NF MFP ,449,2022-09-07,13:18:27.046000
7567,INSPIRE PLUS,603,2022-09-07,14:26:32.305000
7568,32LH510B,270,2022-09-07,17:25:41.111000
7569,COLOR M377DW,449,2022-09-08,11:28:33.836000
7570,TM-T20 III,441,2022-09-08,13:35:19.263000
7571,SAMART 3000VS,591,2022-09-08,17:16:45.236000
7572,SMART3000VS,824,2022-09-08,17:21:32.443000
7573,ML -1910,128,2022-09-09,11:51:31.361000
7574,LASER JET M1212NF FFP,449,2022-09-12,11:03:01.253000
7575,INSPIRON 15 Gaming 7567,447,2022-09-12,11:39:34.090000
7576,E200HV,635,2022-09-12,16:36:26.630000
7577,12345678910,504,2022-09-13,08:58:58.745000
7578,2600N,449,2022-09-13,11:54:17.893000
7579,LASERJET PRO MFP M283fdw,449,2022-09-13,11:56:11.230000
7580,RTL8723DER,449,2022-09-13,13:17:10.420000
7581,OFFICE JET 7610,449,2022-09-14,09:42:39.807000
7582,G42-362LA,449,2022-09-14,13:16:54.017000
7583,ACTIVE COOL 500 WATTS ,560,2022-09-15,14:19:53.977000
7584,B850M2-LM,403,2022-09-15,15:37:19.682000
7585,15-CW1012LA,449,2022-09-21,15:43:08.720000
7586,PROXIMA,825,2022-09-22,11:53:40.210000
7587,T710W,442,2022-09-23,08:57:00.339000
7588,15-DC1004LA,449,2022-09-23,09:18:30.723000
7589,PHASER 6510,448,2022-09-26,10:38:17.437000
7590,CQ56-204LA,826,2022-09-26,13:33:12.760000
7591,G4-2063LA,449,2022-09-27,13:21:34.609000
7592,ECOSYS FS-720,384,2022-09-28,12:30:19.132000
7593,VOSTRO 1720,447,2022-09-28,17:25:14.091000
7594,COLOR LASER JET 2550LN,449,2022-09-29,14:35:43.594000
7595,M13170,441,2022-09-29,14:52:33.849000
7596,FUSION 5000L,603,2022-09-29,14:54:10.836000
7597,32LM630BPUB,270,2022-09-29,17:42:39.380000
7598,15-EG0500LA,449,2022-09-30,11:04:14.790000
7599,ZXP-LM,459,2022-09-30,12:20:18.760000
7600,900P,827,2022-09-30,18:04:05.454000
7601,CX9300F,441,2022-10-03,09:14:54.347000
7602,UN43J5200AF,128,2022-10-03,09:32:29.400000
7603,VORAGO,500,2022-10-03,12:21:42.125000
7604,A5115-54,373,2022-10-05,10:29:06.964000
7605,COLOR LASER JET PRO MFP M283FDW,449,2022-10-05,11:26:59.972000
7606,RPT005,807,2022-10-05,16:15:17.550000
7607,NEURON X,507,2022-10-06,15:04:48.491000
7608,IMAGE CLASS MF6540,443,2022-10-10,15:22:21.652000
7610,PIXMA G2110,443,2022-10-11,09:55:22.939000
7611,PAVILLION X360 15-DQ0001LA,449,2022-10-11,13:51:41.280000
7612,107W,449,2022-10-11,14:30:10.079000
7613,E11S,447,2022-10-12,09:36:07.447000
7614,LASER JET 4100N,449,2022-10-13,10:27:55.306000
7615,KX-TS840,574,2022-10-13,10:29:51.853000
7616,P4015N,449,2022-10-13,11:09:01.581000
7617,DR-210R,19,2022-10-14,14:50:13.429000
7618,COLOR LASER JET PRO M452DW,449,2022-10-14,17:01:50.458000
7619,FS-720,384,2022-10-17,10:13:13.956000
7620,PRO BOOK 4720S,449,2022-10-17,10:21:49.811000
7621,X54C,475,2022-10-17,10:29:30.022000
7622,PHASER 6000,448,2022-10-17,11:59:42.171000
7623,P147G,447,2022-10-17,14:33:59.357000
7624,LATITUDE 3580,447,2022-10-18,11:45:46.954000
7625,FR-2650RC,19,2022-10-18,13:07:04.687000
7626,SG3000,481,2022-10-18,13:08:11.363000
7627,PRO 758,477,2022-10-18,15:19:48.458000
7628,BACK-UPS 550,403,2022-10-18,16:43:43.045000
7629,15-bs102la,449,2022-10-19,14:24:08.321000
7630,MXPRESS M2885FW,128,2022-10-19,15:37:21.248000
7631,1867,630,2022-10-19,16:15:57.999000
7632,ENVY X360 15-EW0023DX,449,2022-10-24,14:20:58.736000
7633,23-B030LA,449,2022-10-25,12:45:08.566000
7634,M267D,441,2022-10-27,10:22:18.904000
7635,17-CA0064CL,449,2022-10-28,11:28:12.980000
7636,IDEAPAD 300-15AST,446,2022-10-28,11:34:59.278000
7637,DESKJET 5525,449,2022-10-31,14:32:08.246000
7638,ASPIRE V5 -131,373,2022-11-01,11:19:04.799000
7639,ECOSYS FS-1035 MFP/L,384,2022-11-01,13:00:38.363000
7640,P114G,447,2022-11-02,10:17:55.860000
7641,A1369,465,2022-11-02,10:21:43.516000
7642,G3111,443,2022-11-03,12:40:47.932000
7643,G40DFHDX8,550,2022-11-04,12:28:27.671000
7644,GDE240FX5,550,2022-11-04,12:30:18.191000
7645,L14150,441,2022-11-04,14:09:12.254000
7646,HP Q1859,481,2022-11-04,16:18:03.455000
7647,M111W,449,2022-11-05,09:24:43.773000
7648,INSPIRON 530S,447,2022-11-07,12:01:40.328000
7649,N246V,449,2022-11-08,13:44:28.045000
7650,ELITE BOOK,449,2022-11-08,13:45:46.461000
7651,M1120 MFP,449,2022-11-09,12:37:24.482000
7652,SATELITE A135-SP5819,504,2022-11-12,11:09:33.354000
7653,IDEA CENTRE AIO 510-22ASR,446,2022-11-12,12:07:03.767000
7654,1905FP,447,2022-11-12,12:08:57.550000
7655,CT14,829,2022-11-14,13:17:23.467000
7656,HL-L5100DN,442,2022-11-14,17:19:42.385000
7657,M2170,441,2022-11-15,12:32:11.277000
7658,H842A,441,2022-11-16,11:20:42.274000
7659,MO20DH III,443,2022-11-16,14:40:29.200000
7660,ACTECK,500,2022-11-18,09:21:22.154000
7661,M281FDW,449,2022-11-18,11:15:41.983000
7662,Inspiron 5391,447,2022-11-18,11:23:36.216000
7663,M182NW,449,2022-11-22,13:20:23.659000
7664,LASERJET 3050,449,2022-11-22,15:52:56.248000
7665,5075,449,2022-11-23,09:29:04.143000
7666,ES1-512 SERIES,373,2022-11-23,17:23:24.080000
7667,S145-141GM,810,2022-11-24,10:21:47.768000
7668,M254DW,449,2022-11-29,13:24:58.588000
7669,MFC-J825DW,442,2022-11-30,10:58:59.926000
7670,Z200,449,2022-12-01,15:25:09.865000
7671,MT 505,680,2022-12-03,11:55:19.493000
7672,TB-X103F,446,2022-12-05,11:38:40.639000
7673,P2055DN,449,2022-12-08,14:57:27.439000
7674,ACTECK 600,831,2022-12-08,16:55:24.995000
7675,SVT151A11U,144,2022-12-09,12:17:16.372000
7676,PHASER 3200 MFP,448,2022-12-09,12:49:36.397000
7677,BE650G1,403,2022-12-09,13:23:13.564000
7678,UPS 750,403,2022-12-09,13:25:35.596000
7679,HL-L6400DW,442,2022-12-12,12:49:22.874000
7680,15-DC0003LA,449,2022-12-12,14:57:44.542000
7681,TPC-PO48-23,449,2022-12-12,14:58:02.808000
7682,NEVERSTOP1000W,449,2022-12-15,16:46:16.471000
7683,DC-7055W,442,2022-12-19,09:41:58.549000
7684,SMART 2200,591,2022-12-20,11:07:01.371000
7685,WORK CENTRE 3335,448,2022-12-21,10:56:49.611000
7686,LASERJET M4555 MFP,449,2022-12-21,12:09:21.183000
7687,YEYIAN,500,2023-01-02,12:06:40.631000
7688,V330-14ISK,446,2023-01-02,13:45:54.190000
7689,IDEA PAD 3 14ITL05,446,2023-01-03,10:38:20.196000
7690,SPECTRE X360 14-EF0100LA,449,2023-01-03,14:36:22.077000
7691,G2420HD,460,2023-01-04,10:41:31.024000
7692,HMM705S,774,2023-01-04,13:43:41.029000
7693,M203DW,449,2023-01-04,17:08:50.514000
7694,TYG2,832,2023-01-05,18:03:28.793000
7695,COLOR M283FDW,449,2023-01-06,14:27:33.149000
7696,G3160,443,2023-01-09,12:20:00.533000
7697,PRO XPRESS M4580FX,128,2023-01-09,17:12:13.500000
7698,PUM-WDH9A,723,2023-01-10,12:58:01.951000
7699,X553S,475,2023-01-10,15:05:01.764000
7700,LASER JET PRO 400 M401N,449,2023-01-10,16:47:26.645000
7701,MDF-9970CDW,442,2023-01-11,10:23:36.335000
7702,P28F,447,2023-01-11,10:42:30.299000
7703,400 COLOR M451DN,449,2023-01-11,11:26:18.325000
7704,MFP M283 FDW,449,2023-01-11,16:04:21.511000
7705,ISB PROTECTOR LCD & PC,485,2023-01-12,10:01:53.390000
7706,ASPIRE Z1-611,373,2023-01-12,17:04:57.410000
7707,DCP-B7535DW,442,2023-01-13,11:38:19.297000
7708,M2140,441,2023-01-13,13:28:15.364000
7709,MFC-J6510DW,442,2023-01-13,18:07:14.016000
7710,X541U,475,2023-01-16,11:29:48.588000
7711,20-C401LA,449,2023-01-16,14:10:24.110000
7712,245GB,449,2023-01-16,16:16:27.420000
7713,OPTIPLEX 7010,449,2023-01-16,16:29:56.933000
7714,23-B330LA,449,2023-01-17,11:15:59.188000
7715,DESKJET 2545,449,2023-01-17,11:18:40.640000
7716,24-B007LA,449,2023-01-17,13:24:43.203000
7717,P29G,447,2023-01-17,13:26:56.137000
7718,IDEAPAD 3 14ITL05,446,2023-01-18,11:50:44.457000
7719,15-R006LA,449,2023-01-18,15:37:14.150000
7720,PRO BOOK 4540S,449,2023-01-19,16:24:07.340000
7721,VN5W1,373,2023-01-21,09:55:46.196000
7722,42LN5700-UH,270,2023-01-23,10:37:49.848000
7723,M188D /  TM-U220PD,441,2023-01-24,12:23:36.032000
7724,L192WS,270,2023-01-26,09:23:45.113000
7725,PSLB8U-027RL2,504,2023-01-28,10:41:22.976000
7726,C753B,441,2023-01-28,12:54:13.666000
7727,SATELLITE L55-C5335S,504,2023-01-30,09:13:22.869000
7728,PHOTOSMART D110,449,2023-01-30,09:20:41.780000
7729,NB 750,692,2023-01-31,11:54:55.739000
7730,BX110U-LM,403,2023-01-31,12:12:20.104000
7731,OffECE JER PRO 8710,449,2023-02-02,15:27:20.560000
7732,VP2330WB,568,2023-02-02,16:09:03.509000
7733,LASERJET PRO MFP M130FW,449,2023-02-07,14:30:57.879000
7734,Proliant ML110 G6,449,2023-02-07,15:07:07.933000
7735,MG300,803,2023-02-07,16:26:16.101000
7736,AVR1000,836,2023-02-08,09:35:28.925000
7737,NEVERSTOP  1200W,449,2023-02-08,11:34:00.890000
7738,INSPIRON P85F,447,2023-02-08,17:45:37.222000
7739,ASPIRE 5350 P5WE0,373,2023-02-09,10:56:42.083000
7740,21-B0011LA,449,2023-02-09,12:54:55.879000
7741,CMT-EX1,144,2023-02-09,14:46:42.246000
7742,PRO 6305,449,2023-02-09,14:58:08.163000
7743,CG-06R0,837,2023-02-09,16:58:57.776000
7744,S2230MXF,447,2023-02-09,16:59:16.230000
7745,BLADE A6,837,2023-02-09,17:01:14.272000
7746,PHASER 3020,448,2023-02-10,10:43:50.118000
7747,ZD421,459,2023-02-10,11:39:01.101000
7748,NOMAD7 PLUS,838,2023-02-13,10:58:04.963000
7749,14-CD1021LA,449,2023-02-14,14:01:09.244000
7750,MS-72NA,270,2023-02-14,17:53:12.844000
7751,IDEA PAD 3 14IIL05,446,2023-02-15,12:09:22.738000
7752,N19Q5,373,2023-02-15,12:11:31.789000
7753,BOC-890,621,2023-02-15,15:45:26.905000
7754,NEVERSTOP MFP 1200A,449,2023-02-16,11:59:45.464000
7755,IDEA CENTRE A540-24ICB,446,2023-02-16,15:01:47.621000
