ID del Cliente,Edad del Niño,Sexo del Niño,Nivel de Estudios del Padre,Duración de la Subscripción (meses),Plan de Subscripción,Ingresos del Hogar (USD),Gasto Total en Subscripción (USD),Número de Sesiones por Semana,Nivel de Satisfacción del Cliente,Churn,Valor del Tiempo de Vida (LTV)
909,12,Masculino,Graduate,24.0,Básico,42171.4,240.0,2.34,3.74,0,1119.99
910,9,Masculino,Undergraduate,6.0,Básico,57603.16,42.0,3.08,4.36,1,1011.69
911,14,Femenino,Undergraduate,16.0,Premium,48096.79,224.0,3.8,4.32,1,911.72
912,14,Masculino,Graduate,3.0,Básico,37610.24,21.0,3.95,4.53,1,823.2
913,4,Femenino,High School,15.0,Básico,38595.64,105.0,1.21,2.91,1,572.93
914,16,Femenino,Undergraduate,1.0,Básico,78986.89,7.0,2.02,4.07,1,990.25
915,4,Masculino,High School,12.0,Premium,56652.86,168.0,4.04,4.83,1,1073.71
916,5,Femenino,Undergraduate,1.0,Básico,24468.07,7.0,3.09,3.16,1,405.67
917,12,Masculino,Graduate,22.0,Premium,58261.82,440.0,5.27,4.78,0,1665.48
918,6,Masculino,Undergraduate,14.0,Premium,47079.85,196.0,3.58,4.43,1,1074.64
919,4,Masculino,Graduate,23.0,Básico,50069.02,230.0,1.66,3.64,0,1205.08
920,8,Masculino,Undergraduate,18.0,Premium,62298.32,252.0,5.75,4.63,1,1338.83
921,10,Masculino,Undergraduate,11.0,Básico,67748.41,77.0,1.49,3.14,1,1103.11
922,9,Masculino,High School,20.0,Básico,37117.81,140.0,1.45,3.97,1,780.88
923,15,Masculino,Undergraduate,6.0,Básico,49553.88,42.0,5.11,3.97,1,890.78
924,4,Femenino,Undergraduate,1.0,Básico,41808.33,7.0,1.41,3.69,1,603.71
925,8,Masculino,High School,7.0,Básico,58952.93,49.0,2.21,3.33,1,885.5
926,8,Femenino,Undergraduate,12.0,Básico,46515.43,84.0,2.17,4.27,1,754.86
927,9,Masculino,Undergraduate,22.0,Básico,50438.77,154.0,2.18,3.1,1,983.99
928,6,Masculino,Graduate,25.0,Premium,45945.85,500.0,6.53,4.57,0,1568.16
929,8,Masculino,Undergraduate,23.0,Básico,48408.21,230.0,3.48,4.46,0,1133.78
930,10,Femenino,Graduate,24.0,Premium,75569.77,480.0,4.54,4.39,0,1571.59
931,8,Femenino,High School,17.0,Básico,85861.49,119.0,1.3,4.06,1,1062.55
932,8,Masculino,High School,4.0,Básico,55656.38,28.0,3.81,4.21,1,874.43
933,8,Femenino,Undergraduate,3.0,Básico,48500.45,21.0,2.44,3.41,1,669.75
934,13,Femenino,Undergraduate,1.0,Básico,26065.45,7.0,4.6,3.01,1,414.11
935,13,Femenino,High School,18.0,Básico,38593.73,126.0,1.0,3.19,1,604.31
936,6,Masculino,Graduate,32.0,Premium,48098.96,640.0,5.89,4.78,0,1795.01
937,4,Masculino,Graduate,21.0,Básico,39274.05,210.0,4.19,4.42,0,1087.38
938,8,Femenino,Undergraduate,20.0,Premium,40851.49,400.0,4.27,5.0,0,1047.93
939,17,Femenino,High School,8.0,Básico,73630.84,56.0,2.91,3.24,1,858.84
940,12,Femenino,Graduate,6.0,Premium,50431.86,84.0,5.64,5.0,1,905.38
941,17,Masculino,Undergraduate,20.0,Básico,51773.18,200.0,2.57,3.9,0,1104.26
942,4,Masculino,Graduate,14.0,Básico,39887.14,98.0,1.95,3.93,1,915.09
943,6,Femenino,Graduate,9.0,Premium,67663.17,126.0,4.09,4.71,1,1121.24
944,16,Femenino,Graduate,10.0,Premium,46811.32,140.0,4.66,3.81,1,862.25
945,16,Femenino,Undergraduate,23.0,Básico,42187.05,230.0,4.3,3.78,0,832.53
946,7,Masculino,High School,13.0,Básico,26288.74,91.0,2.93,3.01,1,554.7
947,17,Masculino,Undergraduate,24.0,Básico,49083.47,168.0,3.38,3.58,1,1013.51
948,4,Femenino,Undergraduate,20.0,Premium,41719.13,400.0,5.61,5.0,0,1056.52
949,4,Femenino,Graduate,6.0,Básico,75268.7,42.0,2.0,3.55,1,1050.13
950,11,Femenino,High School,6.0,Premium,77658.48,84.0,3.94,4.95,1,997.35
951,5,Masculino,High School,23.0,Básico,31470.79,161.0,1.73,3.52,1,716.71
952,15,Femenino,Graduate,19.0,Básico,33167.7,133.0,3.0,2.95,1,661.22
953,11,Masculino,Graduate,13.0,Básico,45855.21,91.0,1.67,2.07,1,862.32
954,10,Masculino,Graduate,6.0,Básico,37759.43,42.0,2.17,3.51,1,785.37
955,13,Femenino,Graduate,15.0,Básico,53261.25,105.0,2.35,3.36,1,870.23
956,13,Femenino,Undergraduate,21.0,Premium,45100.65,420.0,8.49,4.67,0,1093.47
957,5,Femenino,Undergraduate,29.0,Premium,54207.99,580.0,1.0,3.44,0,1281.37
958,9,Masculino,Graduate,28.0,Premium,65241.4,560.0,5.63,4.41,0,1891.44
959,9,Masculino,Undergraduate,16.0,Básico,34036.68,112.0,4.33,3.77,1,775.32
960,6,Masculino,Undergraduate,15.0,Premium,64928.17,300.0,5.78,4.99,0,1450.48
961,14,Masculino,High School,22.0,Básico,39070.21,220.0,3.69,3.83,0,882.51
962,5,Femenino,Undergraduate,20.0,Familiar,82227.24,600.0,6.91,5.0,0,1655.55
963,15,Masculino,Graduate,9.0,Básico,74314.64,63.0,2.33,2.95,1,1258.73
964,4,Masculino,High School,17.0,Básico,48303.79,119.0,1.0,3.64,1,862.47
965,9,Femenino,High School,17.0,Básico,35546.25,119.0,2.81,3.58,1,588.33
966,15,Masculino,Undergraduate,17.0,Básico,32677.01,119.0,2.22,3.79,1,768.81
967,8,Masculino,High School,24.0,Básico,63104.43,168.0,1.73,3.13,1,1051.01
968,17,Masculino,High School,17.0,Premium,49543.96,238.0,5.95,5.0,1,1081.78
969,17,Masculino,Undergraduate,13.0,Básico,63903.0,91.0,4.88,4.12,1,1132.79
970,14,Masculino,Graduate,12.0,Básico,83063.43,84.0,5.34,3.73,1,1453.36
971,12,Masculino,Undergraduate,14.0,Básico,38444.26,98.0,3.02,3.6,1,801.4
972,4,Femenino,High School,10.0,Básico,31547.93,70.0,1.8,3.24,1,492.76
973,10,Femenino,High School,23.0,Básico,52888.4,230.0,1.49,3.54,0,842.41
974,8,Masculino,Undergraduate,19.0,Básico,67171.39,133.0,3.0,3.01,1,1155.84
975,8,Femenino,Undergraduate,2.0,Básico,35893.1,14.0,4.32,3.85,1,559.71
976,17,Femenino,Graduate,4.0,Básico,50519.37,28.0,2.89,3.77,1,779.69
977,5,Femenino,Undergraduate,24.0,Premium,70550.65,480.0,1.0,4.14,0,1378.49
978,14,Femenino,Graduate,7.0,Básico,25506.83,49.0,3.6,4.39,1,565.68
979,6,Masculino,High School,15.0,Básico,53529.77,105.0,3.39,4.06,1,927.85
980,10,Masculino,Undergraduate,15.0,Básico,41898.45,105.0,1.08,3.21,1,828.37
981,9,Femenino,High School,24.0,Básico,51862.35,240.0,2.78,3.66,0,847.63
982,15,Femenino,Graduate,11.0,Premium,60646.76,154.0,6.18,4.89,1,1085.39
983,5,Femenino,Undergraduate,3.0,Básico,53312.13,21.0,2.26,3.65,1,729.44
984,9,Masculino,Undergraduate,6.0,Básico,34846.66,42.0,1.81,2.45,1,620.63
985,5,Masculino,High School,21.0,Premium,42481.31,420.0,7.02,4.76,0,1190.95
986,5,Femenino,High School,2.0,Básico,71398.89,14.0,1.93,2.64,1,774.16
987,5,Masculino,Undergraduate,7.0,Básico,54933.99,49.0,1.0,3.84,1,956.26
988,17,Masculino,High School,11.0,Básico,62604.79,77.0,1.08,3.19,1,948.6
989,14,Masculino,Undergraduate,31.0,Premium,53754.43,620.0,8.29,4.96,0,1700.65
990,6,Masculino,High School,35.0,Premium,62136.74,700.0,6.52,5.0,0,1728.5
991,5,Femenino,Undergraduate,12.0,Premium,44057.81,168.0,4.63,4.75,1,837.51
992,7,Masculino,Graduate,4.0,Básico,38487.33,28.0,2.03,2.84,1,732.5
993,12,Masculino,Graduate,24.0,Básico,61455.47,240.0,2.27,3.42,0,1353.65
994,9,Masculino,Graduate,25.0,Premium,66910.61,500.0,4.29,4.4,0,1833.73
995,4,Masculino,High School,7.0,Básico,36285.78,49.0,1.84,2.49,1,590.26
996,11,Masculino,High School,4.0,Básico,41360.83,28.0,1.0,2.85,1,642.79
997,15,Masculino,Undergraduate,34.0,Premium,47551.6,680.0,5.4,4.6,0,1676.54
998,17,Femenino,Undergraduate,12.0,Básico,74297.37,84.0,2.82,3.51,1,992.3
999,10,Masculino,Undergraduate,5.0,Básico,58447.03,35.0,3.28,2.91,1,925.87
1000,13,Masculino,High School,23.0,Básico,30138.7,230.0,2.83,4.14,0,812.29
1001,6,Masculino,High School,19.0,Básico,48605.26,133.0,3.19,3.59,1,878.29
1002,4,Femenino,High School,31.0,Premium,46311.82,620.0,6.42,4.82,0,1191.62
1003,8,Femenino,Graduate,5.0,Básico,32400.96,35.0,3.59,3.92,1,599.34
1004,16,Femenino,High School,19.0,Básico,48428.12,133.0,3.54,3.31,1,704.66
1005,7,Masculino,Undergraduate,26.0,Premium,45649.44,520.0,5.72,4.9,0,1477.84
1006,13,Masculino,High School,35.0,Premium,44575.51,700.0,4.83,4.46,0,1505.45
1007,11,Femenino,Undergraduate,3.0,Básico,43889.28,21.0,3.47,3.25,1,615.99
1008,4,Masculino,Undergraduate,11.0,Básico,72070.9,77.0,3.95,4.08,1,1211.83
1009,13,Masculino,Graduate,12.0,Premium,44544.45,168.0,6.81,5.0,1,1139.75
1010,4,Masculino,Graduate,17.0,Básico,50745.07,119.0,4.18,4.2,1,1104.06
1011,15,Masculino,Undergraduate,30.0,Premium,49118.53,600.0,4.21,4.9,0,1616.52
1012,7,Masculino,Graduate,14.0,Premium,42424.75,196.0,3.97,4.29,1,1101.72
1013,11,Masculino,Graduate,21.0,Básico,51192.57,147.0,3.59,2.92,1,1062.43
1014,8,Femenino,Graduate,9.0,Básico,50980.26,63.0,2.8,4.3,1,851.07
1015,5,Masculino,Graduate,10.0,Básico,51196.35,70.0,3.65,4.76,1,1082.13
1016,9,Masculino,High School,13.0,Básico,37111.5,91.0,2.58,4.29,1,744.18
1017,8,Masculino,Undergraduate,15.0,Básico,46908.13,105.0,1.67,3.17,1,886.13
1018,5,Masculino,High School,22.0,Básico,61404.83,154.0,2.12,2.85,1,1001.42
1019,16,Masculino,High School,5.0,Básico,47302.75,35.0,1.53,2.77,1,711.4
1020,17,Femenino,Graduate,3.0,Básico,52426.73,21.0,2.0,2.56,1,727.08
1021,14,Masculino,Undergraduate,8.0,Básico,52505.56,56.0,3.91,3.73,1,928.59
1022,14,Femenino,Graduate,20.0,Básico,56260.93,200.0,3.81,4.56,0,1070.08
1023,14,Femenino,Graduate,15.0,Premium,58379.76,210.0,5.94,4.69,1,1110.37
1024,6,Masculino,Graduate,18.0,Premium,47387.74,360.0,3.02,4.5,0,1397.6
1025,12,Masculino,Graduate,3.0,Básico,36329.97,21.0,2.44,4.18,1,782.9
1026,10,Femenino,High School,22.0,Básico,31719.27,154.0,1.44,3.09,1,562.96
1027,10,Femenino,High School,8.0,Básico,65265.3,56.0,3.84,4.79,1,853.18
1028,14,Masculino,Undergraduate,34.0,Premium,61553.76,680.0,5.52,5.0,0,1870.1
1029,9,Femenino,High School,9.0,Básico,59740.47,63.0,1.51,3.24,1,740.04
1030,11,Masculino,High School,35.0,Premium,62168.05,700.0,6.14,4.54,0,1703.39
1031,7,Masculino,Undergraduate,27.0,Premium,47576.66,540.0,4.74,4.87,0,1523.8
1032,11,Masculino,Graduate,21.0,Básico,40626.85,147.0,4.22,3.67,1,972.51
1033,7,Femenino,Undergraduate,12.0,Básico,35293.89,84.0,1.73,2.77,1,569.59
1034,11,Femenino,Undergraduate,11.0,Básico,33659.75,77.0,1.33,3.91,1,602.88
1035,12,Masculino,Undergraduate,2.0,Básico,68182.38,14.0,1.0,3.81,1,1072.34
1036,6,Masculino,High School,18.0,Básico,42602.83,126.0,2.37,3.55,1,802.57
1037,6,Femenino,High School,9.0,Básico,65822.89,63.0,1.84,2.74,1,772.23
1038,14,Masculino,Graduate,2.0,Básico,47196.71,14.0,1.5,2.69,1,818.76
1039,16,Femenino,Undergraduate,2.0,Básico,39856.38,14.0,4.26,3.9,1,601.73
1040,5,Masculino,Graduate,3.0,Básico,33584.53,21.0,3.0,3.35,1,692.15
1041,16,Femenino,High School,21.0,Premium,41177.68,420.0,5.56,4.56,0,953.72
1042,13,Masculino,Graduate,19.0,Básico,71273.58,190.0,4.23,4.36,0,1479.19
1043,6,Femenino,Undergraduate,4.0,Básico,33736.85,28.0,3.06,3.98,1,558.68
1044,6,Femenino,Undergraduate,34.0,Familiar,81751.2,1020.0,5.21,5.0,0,2066.64
1045,8,Femenino,Undergraduate,18.0,Básico,37390.89,126.0,1.49,2.8,1,633.68
1046,8,Femenino,Graduate,25.0,Premium,61249.25,500.0,6.03,4.62,0,1450.76
1047,5,Masculino,Undergraduate,18.0,Básico,47821.23,126.0,2.73,3.93,1,968.59
1048,15,Masculino,Undergraduate,10.0,Básico,45191.61,70.0,3.17,3.86,1,864.93
1049,13,Femenino,Graduate,11.0,Básico,30928.69,77.0,2.02,4.17,1,642.38
1050,16,Femenino,Graduate,34.0,Premium,48524.11,680.0,6.51,4.98,0,1527.5
1051,9,Masculino,Undergraduate,17.0,Básico,32625.71,119.0,1.84,4.29,1,798.48
1052,8,Masculino,Graduate,24.0,Básico,24776.34,168.0,2.43,3.76,1,796.72
1053,9,Masculino,Undergraduate,23.0,Básico,51793.98,230.0,4.05,4.34,0,1167.61
1054,4,Femenino,High School,24.0,Básico,40468.65,168.0,1.61,3.16,1,657.59
1055,8,Femenino,Undergraduate,20.0,Básico,75265.23,140.0,1.0,3.21,1,1042.48
1056,12,Masculino,Graduate,21.0,Premium,65000.33,420.0,4.62,4.94,0,1738.58
1057,15,Femenino,Graduate,25.0,Premium,75461.48,500.0,6.99,5.0,0,1624.98
1058,13,Masculino,Undergraduate,13.0,Básico,39786.76,91.0,3.12,3.99,1,832.86
1059,17,Femenino,Undergraduate,2.0,Básico,52042.07,14.0,3.0,3.56,1,705.26
1060,5,Masculino,High School,24.0,Básico,20000.0,240.0,1.82,4.05,0,706.94
1061,4,Femenino,Graduate,2.0,Básico,45772.96,14.0,2.75,2.45,1,642.01
1062,17,Masculino,Graduate,14.0,Básico,51477.48,98.0,2.28,2.75,1,990.08
1063,13,Masculino,Undergraduate,9.0,Premium,52310.72,126.0,6.76,5.0,1,1087.92
1064,16,Masculino,Graduate,22.0,Premium,49364.47,440.0,5.5,4.69,0,1542.18
1065,14,Femenino,Graduate,13.0,Básico,50998.89,91.0,2.04,3.71,1,849.4
1066,12,Masculino,Undergraduate,4.0,Básico,20000.0,28.0,2.16,3.46,1,485.49
1067,13,Masculino,High School,8.0,Premium,53843.33,112.0,5.74,4.95,1,987.48
1068,12,Masculino,Undergraduate,17.0,Premium,57251.6,238.0,6.13,4.44,1,1249.35
1069,12,Masculino,Undergraduate,22.0,Básico,70070.38,154.0,3.04,3.89,1,1269.68
1070,9,Masculino,Undergraduate,23.0,Básico,55531.07,161.0,1.0,3.7,1,1090.42
1071,11,Masculino,Undergraduate,8.0,Básico,48038.94,56.0,1.93,4.0,1,890.75
1072,17,Femenino,Graduate,2.0,Básico,66574.13,14.0,2.74,4.56,1,980.1
1073,14,Masculino,High School,6.0,Básico,20000.0,42.0,4.44,4.01,1,486.74
1074,16,Masculino,Undergraduate,22.0,Básico,42275.77,154.0,1.99,3.53,1,911.7
1075,4,Femenino,Undergraduate,10.0,Básico,38512.85,70.0,2.43,2.72,1,585.43
1076,13,Femenino,Undergraduate,12.0,Básico,49482.17,84.0,4.36,3.61,1,751.56
1077,7,Femenino,Undergraduate,21.0,Básico,20000.0,147.0,1.15,3.13,1,498.67
1078,4,Masculino,High School,10.0,Básico,69794.53,70.0,2.66,4.06,1,1067.89
1079,11,Masculino,High School,15.0,Premium,46252.85,210.0,4.9,4.37,1,980.0
1080,4,Masculino,Undergraduate,28.0,Premium,54781.95,560.0,4.64,4.9,0,1636.85
1081,6,Masculino,Undergraduate,3.0,Básico,53346.37,21.0,1.6,3.32,1,871.67
1082,16,Femenino,High School,20.0,Básico,68937.35,140.0,2.33,3.38,1,898.46
1083,7,Femenino,Graduate,10.0,Básico,22070.75,70.0,5.19,4.16,1,538.72
1084,11,Femenino,Undergraduate,9.0,Básico,51684.82,63.0,3.58,3.52,1,748.29
1085,9,Femenino,Undergraduate,20.0,Básico,67192.67,140.0,3.7,3.53,1,978.34
1086,17,Femenino,Graduate,19.0,Básico,48530.2,133.0,3.63,2.87,1,822.89
1087,13,Femenino,High School,14.0,Básico,35730.96,98.0,1.26,3.13,1,550.54
1088,15,Masculino,High School,2.0,Básico,40941.65,14.0,3.39,3.44,1,654.9
1089,10,Masculino,Graduate,10.0,Premium,44105.87,140.0,7.61,4.74,1,1080.15
1090,17,Masculino,Undergraduate,20.0,Básico,39184.25,140.0,2.28,3.66,1,865.23
1091,11,Masculino,Undergraduate,8.0,Básico,47707.83,56.0,3.7,4.07,1,891.2
1092,5,Masculino,Graduate,12.0,Premium,72623.71,168.0,6.56,4.91,1,1504.61
1093,16,Femenino,Graduate,6.0,Básico,41039.53,42.0,4.92,4.48,1,730.59
1094,13,Masculino,Graduate,11.0,Básico,42684.89,77.0,2.45,3.78,1,914.4
1095,17,Masculino,Undergraduate,12.0,Básico,56896.71,84.0,2.04,3.26,1,987.3
1096,14,Femenino,Undergraduate,23.0,Premium,47377.69,460.0,4.86,4.42,0,1143.33
1097,11,Femenino,Undergraduate,19.0,Básico,30062.22,190.0,4.17,3.99,0,683.23
1098,6,Masculino,High School,10.0,Básico,49082.17,70.0,1.0,3.49,1,808.68
1099,10,Femenino,Undergraduate,30.0,Premium,48516.63,600.0,1.9,4.8,0,1311.73
1100,6,Masculino,High School,34.0,Premium,64635.18,680.0,5.73,5.0,0,1733.99
1101,10,Masculino,Graduate,21.0,Básico,35417.71,147.0,2.22,3.17,1,871.04
1102,17,Femenino,Undergraduate,14.0,Básico,64734.79,98.0,3.14,3.58,1,914.97
1103,14,Femenino,Undergraduate,3.0,Básico,48532.54,21.0,3.88,4.11,1,704.77
1104,15,Femenino,Undergraduate,18.0,Básico,33380.87,126.0,2.45,4.02,1,654.37
1105,16,Femenino,High School,24.0,Básico,30368.33,240.0,1.19,3.71,0,656.18
1106,5,Femenino,High School,20.0,Premium,79015.83,400.0,7.57,4.92,0,1292.56
1107,13,Masculino,Undergraduate,6.0,Básico,47601.26,42.0,1.87,2.75,1,792.98
1108,9,Femenino,High School,10.0,Básico,64047.56,70.0,1.54,2.81,1,765.82
1109,6,Masculino,Undergraduate,12.0,Básico,24378.21,84.0,3.5,3.84,1,628.76
1110,6,Femenino,Graduate,12.0,Premium,89565.42,168.0,4.02,4.64,1,1399.3
1111,12,Masculino,Graduate,17.0,Básico,63398.67,119.0,2.74,3.0,1,1191.81
1112,10,Femenino,Undergraduate,6.0,Premium,46168.4,84.0,5.72,4.73,1,774.53
1113,8,Femenino,High School,31.0,Premium,45407.51,620.0,6.43,5.0,0,1191.67
1114,15,Masculino,Graduate,23.0,Premium,61018.97,460.0,6.0,4.29,0,1695.76
1115,13,Masculino,Graduate,15.0,Básico,60157.73,105.0,4.39,4.43,1,1225.05
1116,10,Femenino,High School,19.0,Básico,52737.94,133.0,1.0,3.01,1,729.85
1117,12,Masculino,Graduate,33.0,Premium,50163.18,660.0,7.34,5.0,0,1863.35
1118,4,Masculino,High School,1.0,Básico,58416.01,7.0,1.43,3.02,1,816.3
1119,10,Masculino,Graduate,5.0,Básico,23874.45,35.0,4.04,3.29,1,578.78
1120,9,Femenino,Graduate,20.0,Premium,44430.88,280.0,5.11,4.46,1,1022.87
1121,13,Femenino,High School,3.0,Básico,25297.04,21.0,2.19,3.39,1,399.18
1122,17,Masculino,Graduate,6.0,Premium,59068.89,84.0,7.69,4.81,1,1207.81
1123,15,Masculino,Undergraduate,8.0,Básico,39862.79,56.0,3.89,3.67,1,772.17
1124,12,Femenino,Graduate,12.0,Básico,26426.33,84.0,3.44,3.86,1,584.31
1125,4,Masculino,Undergraduate,22.0,Básico,38093.2,154.0,1.24,3.16,1,838.56
1126,16,Masculino,Graduate,30.0,Premium,52240.34,600.0,5.87,4.71,0,1792.29
1127,7,Femenino,High School,19.0,Básico,46921.57,133.0,2.46,2.64,1,660.7
1128,12,Masculino,Undergraduate,12.0,Básico,32402.65,84.0,2.76,3.75,1,720.44
1129,7,Femenino,High School,13.0,Básico,24426.97,91.0,3.22,3.6,1,463.68
1130,13,Masculino,Graduate,33.0,Premium,51108.99,660.0,3.28,5.0,0,1875.84
1131,6,Masculino,Graduate,6.0,Premium,41288.48,84.0,6.1,4.39,1,945.42
1132,12,Masculino,Graduate,19.0,Básico,46128.79,133.0,2.51,2.6,1,955.92
1133,16,Femenino,Graduate,6.0,Básico,47604.72,42.0,2.23,3.75,1,762.24
1134,5,Femenino,High School,13.0,Premium,56450.99,182.0,3.39,4.56,1,877.14
1135,7,Femenino,Undergraduate,9.0,Premium,62704.2,126.0,4.38,4.14,1,950.63
1136,9,Femenino,High School,5.0,Básico,52197.64,35.0,1.0,2.44,1,610.86
1137,5,Femenino,High School,22.0,Básico,45193.06,220.0,1.63,4.1,0,789.02
1138,11,Masculino,High School,33.0,Premium,50371.45,660.0,4.79,5.0,0,1555.09
1139,11,Femenino,Undergraduate,7.0,Básico,44911.45,49.0,3.27,2.41,1,612.4
1140,4,Femenino,High School,23.0,Básico,25361.7,161.0,1.46,3.06,1,511.0
1141,15,Masculino,High School,4.0,Básico,66379.19,28.0,2.78,4.39,1,1002.37
1142,6,Femenino,High School,20.0,Básico,63551.58,140.0,3.94,3.55,1,857.73
1143,13,Masculino,High School,9.0,Premium,79825.01,126.0,7.79,4.78,1,1279.45
1144,12,Femenino,Graduate,15.0,Básico,84207.49,105.0,3.7,3.6,1,1217.19
1145,8,Masculino,Graduate,21.0,Básico,32359.7,147.0,2.03,2.85,1,809.04
1146,9,Femenino,Graduate,5.0,Básico,44969.0,35.0,3.14,2.78,1,673.38
1147,7,Femenino,Undergraduate,29.0,Premium,87673.09,580.0,4.35,4.96,0,1687.91
1148,13,Masculino,High School,14.0,Premium,49391.74,196.0,6.01,4.01,1,979.65
1149,5,Femenino,Graduate,7.0,Premium,53663.16,98.0,5.11,4.74,1,941.27
1150,14,Masculino,Undergraduate,7.0,Básico,27183.05,49.0,2.34,3.91,1,624.79
1151,11,Femenino,High School,17.0,Básico,52254.33,119.0,4.23,3.12,1,717.77
1152,14,Femenino,High School,16.0,Básico,78979.11,112.0,2.77,3.09,1,950.77
1153,16,Masculino,High School,17.0,Básico,69299.39,170.0,3.69,4.34,0,1188.19
1154,9,Femenino,High School,25.0,Premium,40850.23,500.0,7.08,5.0,0,1042.65
1155,8,Masculino,Undergraduate,31.0,Premium,44055.25,620.0,7.35,4.67,0,1565.9
1156,12,Masculino,Undergraduate,23.0,Básico,33036.5,230.0,1.39,3.88,0,912.74
1157,4,Masculino,High School,2.0,Básico,37232.55,14.0,2.71,4.15,1,652.96
1158,8,Masculino,High School,11.0,Básico,21346.82,77.0,3.38,3.81,1,529.14
1159,9,Femenino,Graduate,2.0,Básico,48727.7,14.0,3.49,3.25,1,716.79
1160,8,Femenino,High School,1.0,Básico,72651.66,7.0,1.42,3.08,1,798.64
1161,9,Femenino,Undergraduate,2.0,Básico,55331.48,14.0,1.94,3.53,1,736.47
1162,9,Masculino,Graduate,34.0,Premium,70493.58,680.0,7.39,4.85,0,2148.12
1163,10,Masculino,High School,23.0,Básico,66098.74,161.0,1.9,3.85,1,1115.96
1164,7,Femenino,High School,9.0,Básico,41797.88,63.0,2.17,2.67,1,552.96
1165,17,Masculino,Undergraduate,22.0,Básico,38607.4,154.0,4.71,3.19,1,846.77
1166,14,Femenino,Undergraduate,2.0,Básico,39182.23,14.0,2.89,3.67,1,583.31
1167,17,Masculino,Undergraduate,15.0,Básico,24244.07,105.0,2.41,3.24,1,616.15
1168,17,Masculino,Graduate,15.0,Premium,50484.95,210.0,5.38,4.42,1,1235.46
1169,17,Masculino,High School,15.0,Básico,20000.0,105.0,3.47,2.81,1,490.01
1170,11,Masculino,Undergraduate,10.0,Básico,58871.23,70.0,1.4,3.29,1,996.08
1171,10,Femenino,Undergraduate,34.0,Premium,51078.21,680.0,4.63,4.56,0,1404.47
1172,12,Femenino,High School,23.0,Básico,57071.6,230.0,3.13,3.95,0,898.55
1173,10,Femenino,Undergraduate,17.0,Básico,65855.24,119.0,3.97,3.83,1,959.24
1174,6,Femenino,High School,33.0,Premium,52981.92,660.0,5.6,4.65,0,1279.96
1175,6,Femenino,Undergraduate,14.0,Premium,74473.58,280.0,3.53,4.91,0,1257.63
1176,11,Masculino,High School,18.0,Básico,59329.19,126.0,3.91,3.13,1,963.16
1177,8,Masculino,Undergraduate,4.0,Básico,38643.1,28.0,2.23,3.71,1,726.22
1178,7,Masculino,Undergraduate,9.0,Básico,46434.33,63.0,1.23,2.41,1,783.93
1179,11,Femenino,Graduate,16.0,Básico,20000.0,112.0,2.56,3.09,1,503.99
1180,9,Masculino,High School,4.0,Básico,36467.14,28.0,4.04,3.2,1,608.01
1181,5,Masculino,Undergraduate,16.0,Básico,44285.05,112.0,2.5,3.89,1,906.76
1182,7,Femenino,Undergraduate,19.0,Básico,58194.1,133.0,2.48,3.46,1,879.22
1183,15,Masculino,Graduate,1.0,Básico,38744.58,7.0,4.64,3.92,1,779.43
1184,14,Masculino,Undergraduate,23.0,Básico,31306.04,161.0,1.5,2.75,1,739.81
1185,7,Femenino,Undergraduate,6.0,Básico,21687.02,42.0,1.18,3.09,1,409.06
1186,9,Masculino,Graduate,10.0,Básico,41053.74,70.0,1.0,2.82,1,820.32
1187,9,Masculino,Graduate,21.0,Premium,79262.78,420.0,6.46,4.96,0,1928.08
1188,4,Femenino,Undergraduate,4.0,Básico,54066.61,28.0,2.43,2.99,1,711.04
1189,17,Masculino,Undergraduate,22.0,Básico,64093.69,220.0,4.68,4.6,0,1320.04
1190,11,Masculino,Graduate,22.0,Básico,36499.19,154.0,2.98,2.76,1,867.07
1191,9,Masculino,Graduate,13.0,Básico,26398.25,91.0,2.2,3.04,1,668.95
1192,6,Masculino,Graduate,16.0,Básico,31683.84,112.0,2.4,4.32,1,851.12
1193,17,Femenino,Undergraduate,25.0,Premium,48543.03,500.0,5.88,4.56,0,1201.32
1194,12,Masculino,High School,6.0,Básico,20088.07,42.0,1.13,2.57,1,408.42
1195,5,Masculino,Undergraduate,11.0,Básico,34901.14,77.0,5.04,4.12,1,764.63
1196,14,Femenino,Graduate,29.0,Premium,41204.59,580.0,6.18,4.58,0,1318.85
1197,11,Masculino,Undergraduate,3.0,Básico,30186.12,21.0,2.94,3.17,1,582.49
1198,13,Masculino,Undergraduate,20.0,Básico,20000.0,140.0,3.48,3.15,1,601.88
1199,6,Masculino,Graduate,15.0,Premium,54344.81,300.0,6.66,5.0,0,1443.35
1200,16,Femenino,Undergraduate,1.0,Básico,50688.07,7.0,2.93,3.46,1,679.98
1201,15,Masculino,Graduate,20.0,Básico,61685.45,140.0,2.37,2.51,1,1164.77
1202,8,Femenino,Undergraduate,11.0,Básico,33343.61,77.0,3.13,4.37,1,622.82
1203,9,Femenino,Undergraduate,12.0,Básico,61398.84,84.0,2.99,3.9,1,884.19
1204,13,Femenino,Undergraduate,14.0,Básico,72939.56,98.0,2.06,3.03,1,969.01
1205,9,Femenino,Graduate,8.0,Básico,53933.22,56.0,4.02,3.34,1,823.17
1206,7,Masculino,High School,11.0,Básico,40850.96,77.0,2.76,3.89,1,747.94
1207,6,Masculino,High School,9.0,Premium,52176.21,126.0,6.69,4.74,1,973.13
