CLIENTE,DESCRIPCION FALLA,INGRESO,FECHA REPARACION,CLUSTER,SIMILITUD COSENO,COHORT
1260,"se limpio el teclado con espuma y n o funcioan varias teclas con eliminador contrasea  cambio de teclado ivaa

activacion de office ivaa

total ivaa",1200.0,23/08/2021,Sistemas,0.51870596,2021-08-19
1260,"atora las hojas en la bandeja y salen con manchas   cambio de unidad de iamgen no la manejamos
cambio de goma y pad  netono aceptado
buen mantenimientomuy sucia  netono aceptado

despues validar si requiere de algo mas 

se regresa sin reparacion",8101.0,16/11/2022,Sistemas,0.31891766,2021-08-19
1276,"las impresiones del lado izquierdo mancha la hoja y  en medio sale borroso sin accesorios drum generico  netoa
mantenimiento preventivosaca linea blanca ivaa

total  netoa",1184.8,14/09/2021,Sistemas,0.3550577,2023-10-18
1276,"se atoran muchas las hojas se escicha un ruido al mandar imprimir salen las hojas con manchas con una linea por mita y a una orilla otra linea sin cables primeramente requiere cambio de clutch principal esta daado  netoa
mantenimiento  netoa
despues continuar con el diagnostico se cambio el clutch no hace ruido pero el fusor esta atorando
reparacion de fusor bujes filmina telilla iva
cambio de fusor compleo iva
si no autorizan nada se cobran  neto clutc y servicio
se regreso sin reparar solo se cobro mtto y clutch",3450.0,12/10/2021,Sistemas,0.25620076,2023-10-18
1276,"mantenimiento   atora la hoja por falta de lubricacion de fusor y buen mantenimiento  netoa
goma  netoa

total  netoa",1260.0,07/10/2022,Impresora Laser,0.29241547,2023-10-18
1276,"mantenimiento no presenta ninguna falla sin cables con toner el equipo est atorando y manchando las hojas
atoramiento  por pieza del fusor quebrada no se puede reparar si el atoramiento es ms constante se tendra que cambiar el fusor las manchas se corrige cambiando drum generico  netono aceptado
buen mantenimiento general y al fusor ivaa
rodillo de calor tiene  de vida til tiene unas rayas aunque an no presenta problemas en la calidad en un futuro las presentar  las refacciones para este equipo se manejan directamente con la marca",1030.0,24/10/2022,Impresora Laser,0.33896264,2023-10-18
1276,"no entra a sistema   core igb ddr  maxgbgb hdd salud en riesgo gb en uso

ssd gb  netoa
pila bios  netoa

total  netoa",3617.0,13/12/2022,Sistemas,0.5220126,2023-10-18
1276,"no arranca  pantalla azul   no fue posible recuperar el sistema y evitar el formateo


formateo crespaldo  netoa

tiene compaq se menciono que lo tiene que ver con su proveedor",680.0,07/12/2022,Sistemas,0.346836,2023-10-18
1276,"no arranco y aparecio pantalla azul recovery   no detecta el disco duro no es posible ver la informacion

cambio de ssd gb  netoa
mantenimiento ex  netoa

total  netoa",2480.0,19/01/2023,Sistemas,0.50714916,2023-10-18
1276,prende dura de  a  horas y se apaga sin cables sin contrasea se detecta el selector de voltaje de fuente de poder en  se pone en la posicion correcta y despues de varias horas de pruebas no presento problema,220.0,02/06/2023,Impresora Tinta,0.28366393,2023-10-18
1276,"no da imagen   core i win  progb ddr gb ssd salud buena

mantenimiento ex  netoa
cambio de tarjeta de video chip de video daado  netoa

total  netoa",3123.0,12/05/2023,Sistemas,0.40457767,2023-10-18
1276,"prende el led ded
la bateria   cambio de bateria v ah y servicio ivaa

se reviso a nivel componente ya que al conectarlo a la corriente electrica marcaba variacion se revisa pero no se encuentra ningun componente daado",580.0,01/12/2023,Impresora Tinta,0.5537999,2023-10-18
1276,"marca que se cambie cartucho y al cambiarlo marca reseteo los niveles de tinta los marca como bajos cuando los toner aun tienen imprime con los colores diferentes  mezclados sin cables reset de toner iva cu x  ivaa

presenta calidad tenue mejora con cambio de drum no los manejamos",750.0,10/11/2023,Impresora Laser,0.37824294,2023-10-18
1276,"al mandar a imprimir arruga las hojas y marca mensaje que dice error de fusor  sin cabele fusor daado completo seminuevo  netono acep
servicio ivano aceptado

total  netono aceptado

se regresa sin reparacion",960.0,02/11/2023,Impresora Laser,0.4895776,2023-10-18
1276,"no da video mantenimiento sin cables sin contrasea core iwin gb ddr  maxgbgb hdd salud en riesgogb en uso si da video

mantenimiento ex muy sucia  netoa
ssd gb  netoa

total  netoa

despues ver si requiere de algo mas",3323.0,10/11/2023,Otros,0.37587765,2023-10-18
1265,"no enciende se dejo de usar por mucho tiempo eliminador completo sin contrasea core iwin  ultimategb ddr  max gbgb hdd salud buena

activacion de office  netoa

recomendacion ssd y ram no aceptado
ssd gb  neto    ssdgb  netona
ram gb  neto     ram gb  netona",4210.0,26/08/2021,Sistemas,0.5476974,2021-08-23
1265,"instalacion de programa visio con eliminador sin contrasea core iwin gb ddr gb hdd salud buena gb en uso

ssd gb  netoa",2844.0,22/12/2021,Sistemas,0.5536461,2021-08-23
1265,"no encinde con eliminador con cable de energia si enciende su sistema esta daado
se recomienda disco solido o gb  netono aceptado

si no quiere el disco ssd requiere
formateo  netoa
antivirus  netono aceptado

la bateria comienza a dar problema dura muy poco",1410.0,11/04/2022,Sistemas,0.30097845,2021-08-23
1302,"insalacion office mas antivirus sin accesorios antivirus kaspesky total security ivaa

el office no se pudo instalar trae un problema e instalaron varias versiones y no se pudo instalar el office decia que no se encontro vcruntimedll",1320.0,18/10/2021,Sistemas,0.33811596,2021-10-18
1320,"tiene el cabezal tapado cncdw  encoder daado ver si se puede reparar o hacer el cambio   impresora 
requiere reparacionde encoder cabezal daado conplastas de tinta seca cartuchos vacios incosteable

impresora 
destapado de cabezal iva  a
si se autoriza se requieren tintas para trabajarla
si se autoriza y no queda se cobran iva por el material invertido no quedose regresa sin reparacion",2100.0,02/12/2021,Impresora Tinta,0.49303687,2021-09-11
1320,"al encender marca un error  no reconoce los cartucho y no imprime sin cables primeramente reparacion de traccion de papel no trae resorte  netono aceptado

despues validar calidad de impresion y ver que mas requiere

se regresa sin reparar",450.0,20/09/2022,Sistemas,0.34716478,2021-09-11
1267,"esta imprimiendo puntitos del lado derecho con cable integrado equipo muy sucio mantenimiento  netoa
cambio de unidad imagenfotoconductor  netonaceptado
pago anticipadote  a  dias haibiles desp del pago

total  netoa",2720.0,21/09/2021,Sistemas,0.2632241,2021-08-24
1279,"no jala las hojas   cambio de accionador quebrado ivaa
mantenimiento ivaa
rotacion de gomadesgastada pronto dara problemas
toner generico a  netoa

no se puede validar calidad de impresion

total  sin facta",1115.0,13/09/2021,Impresora Laser,0.5193588,2021-08-09
1273,"imprime con unos punto en la orilla sin cables con cartucho mantenimiento  netoa
toner gen derramando   netoa

total  netoa",1744.0,10/09/2021,Impresora Laser,0.36028266,2021-01-09
1274,"ver si conviene o  se puede actualizar sin cables sin tapa lateral p winxp gb ddr gb hdd salud buena

equipo obsoleto no se puede actualizar 

se puede poner disco duro en un enclouser  neto aprox no hay en exitencia 

se regresa sin reparacion",1847.0,07/09/2021,Sistemas,0.2658514,2021-03-09
1268,"no enciende con eliminador completo y funda negra reprogramacion de bios  netoa
eliminador generico eko  netoa
si se autoriza y no queda se cobran  neto por tiempo y material invertido

total  netoa",2250.0,17/09/2021,Sistemas,0.35264006,2021-08-25
1280,"esta imprimiendo tenue   toner generico mala calidad
costo ccolor  cu n

total ",3250.0,08/09/2021,Impresora Laser,0.5678771,2024-04-30
1280,"imprime mal y tiene poca tinta sin cables buen mantenimiento  netoacep
cambio de  toners para validar  neto acep pendiente de pago

si no acepta  neto

total neto ",2940.0,17/05/2024,Impresora Laser,0.33375788,2024-04-30
1283,cotizar cinta y llave con eliminador cinta  netoa,398.0,05/11/2021,Impresora Tinta,0.4955921,2021-09-15
1283,"no calienta sin plato no enciende primeramente cambio de fusible y componente daado  netoa
despues ver si se dao el magnetron

en caso de autorizar y tambien requiere cambio de magnetron y no se autoriza se cobrarian  netoa

se cambio magnetron para pruebas pero volvio a quemar todo se regresa deja para basura electronicacluadia ",2783.0,27/02/2023,Sistemas,0.2714783,2021-09-15
1496,"atora las etiquetas   buen mantenimiento trae mucho  pegamento de etiquetas  netoa
cambio de papel  netoa

total  netoa",1040.0,29/09/2022,Sistemas,0.23019595,2022-09-23
1496,jala las hojas chuecas las  rompe  y las atora sin cables trae pegamento en la traccion de papel se tiene que limpiar nuevamente  netoa,350.0,01/11/2022,Sistemas,0.3094466,2022-09-23
1295,"instalacion de antivirus autocad  en ingles corel draw la nueva version cargar en espaol y paqueteria del oficce pdf creador y editor  memoria gb  contrasea  con eliminador y completo licencia karspesky e instalacion  netoa
modulo de memoria gb queda con gb  netoa
intalacion de programas iva x  iva
office corel acrobat pro autocad  netoa

total  netoa",2730.0,07/10/2021,Sistemas,0.25779173,2021-05-10
1295,"activacion de office con eliminador completo  contrasea core i gengb ddr max gbgb ssd salud buena gb en uso

activacion office ivaa",2985.0,04/03/2022,Sistemas,0.6306225,2021-05-10
1295,"formateo con respaldo antivirus con eliminador completo contrasea  core iwin  progb ddr max gbgb ssd salud buena gb en uso

formateo con respaldo  netoa
licencia antivirus kis  netoa

total  netoa",3973.0,04/03/2022,Sistemas,0.49990645,2021-05-10
1282,"no prende destarla usando se  apago y ya no encendio con eliminador completo sin contrasea tarjeta madre daada no la hay para su reemplazo

se regresa sin reparacion

se ofrecio enclouser con servicio  netono aceptado",600.0,20/09/2021,Sistemas,0.48215136,2021-09-13
1285,se escucha pro ya nose ve con control remoto cambio de varios leds ivaa,980.0,29/09/2021,Sistemas,0.350662,2021-09-20
1285,"no enciende   reparacin de tarjeta principal est daada ivapagado  neto

resto se pago con tarjeta credito",688.0,22/03/2024,Sistemas,0.3336761,2021-09-20
1286,prende pero en la pantalla se ve muy tenue sin eliminador reparacion de conector del cable flex ivaa,750.0,27/09/2021,Sistemas,0.2914677,2021-09-20
1286,"esta muy lenta sin eliminador celeron nwin  homegb ddr gb hdd

ssd gb  netoa
memoria se puede cambiar a gb esta agotada
se recomienda una licencia de antivirus  netoa

o un formateo  netono aceptado

total  netoa",9180.0,13/10/2021,Sistemas,0.47521397,2021-09-20
1286,"derrame de cafe con elimiador completo primeramente mantenimiento x derrame  netoa

si no enciende despues del mtto se tendria que revisar a nivel componente  netono aplica

se probo despues del mantenimiento y esta trabajando bien",1100.0,24/08/2022,Sistemas,0.3324944,2021-09-20
1296,"la bateria esta daada y instalacion de sistema con eliminador presenta rayas en toda la pantalla le faltan tornillos

se tiene que trabajar la tarjeta de video y cargar el sistema  netoa",682.0,18/10/2021,Otros,0.4378595,2022-01-06
1296,"se pone la pantalla azul con eliminador completo contrasea olaguebran  o  mchll intel pentium gb hdd salud en riesgo

ssd gb  netoa
lic antivirus kis  neto cintalaciona

total  netoa",2700.0,08/06/2022,Sistemas,0.29633978,2022-01-06
1296,"no enciende le interesa recuperar la informacion sin eliminador cambio de display  netoa
teclado daado letra a y w  netoa

total  netoa",1560.0,09/12/2022,Sistemas,0.26951426,2022-01-06
1284,"si encuende pero no da video sin eliminador previamente intervenida no trae tornillos evidencia en las fotos 

reprogramacion de bios ivano aceptado

se entrtega sin reparacion",250.0,21/09/2021,Otros,0.40748206,2021-09-17
1287,"no detecta cartucho de color con dos cartuchos recarga de tinta manual a sistema y cartuchos ivaa
destapado de cabezal iva

si no queda se cobran iva por el material invertido

no recogio el equipo en  meses se va a la basura electronica",1210.0,16/05/2022,Impresora Tinta,0.3421042,2021-09-25
1297,"prende pero no da video con eliminador sin contrasea equipo venia abierto

reconfiguracion de bios ivaa

si no queda se cobran iva por material invertido",700.0,19/10/2021,Sistemas,0.3765327,2021-06-10
1297,prende pero no da video con eliminador completo sin contrasea reprogramacion de bios ivaa,250.0,26/11/2021,Sistemas,0.3947702,2021-06-10
1297,"trae flojo el jack de energia no enciende con eliminador completo rep eliminador daado no da el voltaje correcto ivaa

eliminador nuevo  neto te  a  semanasno aceptado",560.0,19/10/2021,Sistemas,0.46266863,2021-06-10
1297,"bisagras daadas con eliminador sin contrasea core iwin gb ddr  gb hdd
mantenimiento ex ivaa
rep tuercas de bisagras ivaa

total ivaa

se recomienda antivirus y ssd",3633.0,19/10/2021,Sistemas,0.5248375,2021-06-10
1297,"no prende despues de una caida con eliminador completo corto en tarjeta ivaa

si no queda se cobran iva por el material invertido",550.0,03/11/2021,Sistemas,0.40490964,2021-06-10
1297,"el eliminador se dao conectaron el equipo al cargador y ya no enciende con  eliminadores corto en tarjeta ivano aceptado

si no queda se cobran iva por el material invertido",550.0,03/11/2021,Sistemas,0.46186227,2021-06-10
1297,"no encinde al conectarle el cargador hace como que prende y se apaga  ver si podemos respaldar la informacion con eliminador respaldo de informacion ivano aceptado

se regresa sin reparacion",450.0,11/11/2021,Sistemas,0.3832069,2021-06-10
1297,"prendo pero no da imagen con elimiandor completo primeramente mantenimiento muy sucia ivana
despues de esto ver si requiere de algo mas
se tiene que trabajar la tarjeta de video ivana

si no queda se cobrarian iva por material invertido

total ivana

se regresa sin reparacion se cobran ivaa",1700.0,16/12/2021,Otros,0.40154642,2021-06-10
1297,"la encienden se prepara y empieza a parapadear el foquito se reinici y hace el mismo proceso sin cables con cartucho buen mantenimiento ivaa
cambio de tarjeta lgica esta daada ivaa

total ivaa

como comentario adicional el tner que trae  presenta mala calidad requiere cambio",1260.0,07/12/2021,Sistemas,0.31191286,2021-06-10
1297,"se va y se viene la imagen al tenerla abierta completamenta  al tenerla entre abierta se ve la imagen con eliminador completo amd awin gb ddr gb hdd salud buena

mantenimiento preventivo cambio de cable flex y cable flex  netoa

pide ajustar fecha y hora cada que enciende cambio de pila de bios ivano aceptado",1933.0,21/12/2021,Sistemas,0.33392468,2021-06-10
1297,"no jala las hojas sin cables con cartucho toner mala calidad favor de cambiarlo a
cambio de goma  netono aceptado
buen mantenimiento y lubricacion al fusor ivano aceptado
notiene bandeja de salida de papel solo hay en color negro ivano aceptado

se regresa sin reparacion",1065.0,22/12/2021,Impresora Laser,0.38641107,2021-06-10
1297,"imprime borroso sin cables cambio de almohadillas ivaa
reset ivaa
destapado de cabezal ivaa

en caso de autorizas se requiere tinta negra  netoa

total  a

nota no trae tornillos de la tapa principal",1310.0,12/01/2022,Impresora Tinta,0.3254013,2021-06-10
1297,"bisagra daada cotizar la tapa completa con eliminador core iwin gb ddr gb ssd

carcasa nueva parte superior  netono aceptado
te  a  semanas

se van a esperar a que autorice el cliente despues nos avisan",2940.0,23/12/2021,Sistemas,0.43357673,2021-06-10
1297,"mandas imprimir y no sale la impresion se atora la hoja   primeramente reparacion  de mecanismo de avance de papel ivano aceptado

no trae tinta negra en caso de autorizar se requiere para continuar diagnostico ya que no podemos ver calidad de impresion

se regresa sin reparacion",450.0,20/01/2022,Impresora Tinta,0.35542965,2021-06-10
1297,"sale mensaje de las almohadillas y cotizar mantenimiento   reset y cambio de almohadillas ivaa

posteriormente revisar impresion y traccion
muy ligeramente tapada se destapo sin costo por esta ocasion


mantenimiento ivano necesario",1010.0,20/01/2022,Impresora Tinta,0.45755494,2021-06-10
1297,"prende pero no da video solo si la conectan a un monitor externo da video con eliminador y cable de energia sin contrasea mantenimiento prev cambio pasta trmica ivano aceptado

si despus de esto continua sin encender se tendr que revisar a nivel componente ivano aceptado

se regresa sin reparacion",680.0,27/01/2022,Otros,0.48737302,2021-06-10
1297,"al conectarle el eliminador parapadea el foquito bateria daada derrepente se apaga se probo con otro eliminador tambien se apaga mas o menos entre  a  min con eliminador completo contrasea relles amd a win  homegb ddr tb hdd gb en uso
mantenimiento ex pasta termica muy seca ivano aceptado
cambio de pila de bios  netono aceptado
disco duro en riesgo se recomienda cambio
bateria daada
generica oval  netono aceptado
original  netono aceptado
se regresa sin reparacion",12200.0,04/02/2022,Impresora Tinta,0.5455588,2021-06-10
1297,"bisagras daadas sin eliminador sin contrasea cambio de cracasa y carcasa  netono aceptado

te  a  semanas
pago anticipado del 

se regresa sin reparacion",690.0,07/03/2022,Sistemas,0.4154403,2021-06-10
1297,"cambiar carcasa con eliminador intel core i win  homegb ddr gb ssd salud buena gb en uso


cambio de carcasa y carcasa  netoa 
 pagado",11380.0,08/03/2022,Sistemas,0.47268006,2021-06-10
1297,"marca reemplazo de almohadillas sin cables tinta negra muy bajita colores por mitad reset ivaa
almohadillas ivaa

despues ver si requiere de algo mas

destapado de cabezal ivaa

total ivaa",1010.0,09/03/2022,Impresora Tinta,0.40125299,2021-06-10
1297,"no enciende no detecta el cargador el centro de craga si da el voltaje con eliminador completo revision a nivel componente ivaa

rep de corto en tarjeta ivano aceptado

se regresa sin reparacion",600.0,09/03/2022,Sistemas,0.30440816,2021-06-10
1297,"al momento de abrirla truena pantalla quebrada de la esquina izquierda con eliminador sin ciontrasea se tiene que desmotar la pantalla para revosar bisagras correo el riesgo de que se dae
si se desmonta y no autorizan el presupuesto se cobran iva por el trabajo invertido

no se autorizo se regreso sin reparacion",200.0,12/04/2022,Sistemas,0.49711105,2021-06-10
1297,"teclado daado carcaza superior quebrada no carga sin cargador se apaga con elimiandor comleto contraseawer carcasa inferior daada  netono aceptada
carcasa superior se recomienda  netono acept
teclado  netoa
mantenimiento ex  netoa

total  netoa",3160.0,26/04/2022,Sistemas,0.41620192,2021-06-10
1297,"enciende y un par de segundos y se apaga con eliminador completo se revisa a nivel componente  netoa

requiere actualizacion de bios y cambio de esponjas termicas a chip de video  netoa
reballing  netoa

total  netoa",1640.0,07/04/2022,Otros,0.40139478,2021-06-10
1297,"aveces inicia windows y otras se queda la pantalla negra con eliminador completo sin tapita de bisagra izquierda quebrada tapa esquina  derecha trae una reparacion en las bisagras se tiene que desprender para cotizar si es pantalla o cable flex correo riesgo de que se dae la pantalla

si no se autoriza el presupuesto despues de quitar la pantalla se regresaria sin la reparaciond de la bisagra

reparacion de conector y cable flex ivaa",600.0,27/04/2022,Sistemas,0.33410013,2021-06-10
1297,"se mojo  el teclado y se presionaba solo se desconecto el cable flex cotizar eliminador con eliminador daado sin contrasea teclado y servicio de cambio  netoa

eliminador daado
original  netono aceptado
genericio oval tech  netoa
generico eko  netono aceptado

total  netoa",2350.0,01/08/2022,Sistemas,0.34689632,2021-06-10
1297,"no imprime hace un ruido con mucho polvo sin cables si imprime

no trae bandeja de salida de papel 
buen mant  netoa
toner daado  netono aceptado

total  netoa",1500.0,27/04/2022,Impresora Tinta,0.32368734,2021-06-10
1297,"no da video con eliminador completo intel atom ngb ddr  max gb sin disco duro

reparacion de conector de video limpieza de memoria ivaa",9405.0,09/04/2022,Otros,0.54998803,2021-06-10
1297,"al enceder el equipo pinta  vecces hace pausa y de ahi no pasa no da video con eliminador completo sin contrasea tiene residuos de cucaracha en el slot trae derrame
se recomienda lavado de tarjeta y despues de esto ver que mas requiere
mtto ivaa
si no queda se revisa a nivel componente ivaa
y se cobran iva del mtto y mas la revision
despues del mmto no da video se tiene que trabajar bios para ver si logra dar video ivano aceptado
despues ver si requiere de algo mas
se cobran iva de la revision y parte del mtto",1850.0,01/06/2022,Otros,0.37503517,2021-06-10
1297,"detecta el wifi en un area pequea con eliminador trae golpes en las esquinas

tarjeta interna wifi  daada ivaa",880.0,03/05/2022,Sistemas,0.25755182,2021-06-10
1297,"no recuerdan la contrasea con eliminador volver a valores de fabrica ivaa

si se acepta se le dara una limpieza sin costo",500.0,27/04/2022,Sistemas,0.43837366,2021-06-10
1297,"atora las hojas o no las jala   mantenimiento  limpieza ivaa
recarga de tinta manueal y destapado ivaa

sistema de tinta vacio y el crtucho no imprime el color amarillo
si se autoriza y no destapa o marca cabezal se cobran iva por material invertido

total  netoa",1330.0,27/05/2022,Impresora Tinta,0.5596854,2021-06-10
1297,"no prende se apago y ya no prendio con eliminador completo sin contrasea al parecer trae corto se tiene que revisar a nivel componente ivaa

corto en tarjeta ivano aceptado",900.0,01/06/2022,Sistemas,0.48071563,2021-06-10
1297,"bisagras daadas el marco de la panatalla esta flojo con elimimador sin contraea intel  celeren nwin  homegb ddr  max gb gb ssd salud buena  en uso

cambio de bisagras y carcasa  netono aceptado

se regresa sin reparacion",5707.0,23/06/2022,Sistemas,0.4856795,2021-06-10
1297,"al encender marca mensaje de calentando bombillas y luego marca error de escaner y pide apagar el equipo se reinicia y trabaja bien sin cables tarjeta logica ivaa
goma ivaa
mant ivaa

total ivaa",1820.0,25/07/2022,Sistemas,0.3606452,2021-06-10
1297,"no enciende problemas con el boton de encendido se sumio sin cables primero requiere cambio de tarjeta del panel de encendido toda la botonera  netono aceptado

despues ver si requiere de algo mas

se regresa sin reparacion",890.0,23/06/2022,Sistemas,0.25027657,2021-06-10
1297,"mancha la hoja bisagra quebrada y atora las hojas   rep de selenoide ivaa
buen mant ivaa
bisagra del adf  netoa
rotacion de goma bandeja  y  sin costo

total  netoa",1632.0,13/07/2022,Sistemas,0.40217486,2021-06-10
1297,enciende pero no da video con eliminador completo trabajar tarjeta de video reballing ivaa,600.0,13/07/2022,Otros,0.5373701,2021-06-10
1297,"la pila del bios esta desoldada y se desconfigura a cada rato con eliminador completo primero se tiene que soldar la pila del bios ivaa

despues ver que mas requiere",550.0,13/07/2022,Sistemas,0.48057887,2021-06-10
1297,"bisagras del adf quebradas atora las hojas en la parte de abajo sin cables buen mantenimiento  netoa
cambio de kit de gomas  netoa
cambio de telilla del fusor y lubricacin  netoa
total  netoa
despus de esto ver si requiere algo mas o si solo seria lo antes mencionado drum presenta mala calidad generica  netono aceptado
bisagras daadas  netono aceptado
se entrego sin probarla al  ya que no trajeron drum y decidieron llevarsela asi",3860.0,25/07/2022,Sistemas,0.22811277,2021-06-10
1297,"se calienta y se paga aparece mensaje de sobre calentamiento revisar ventilador con control tapa de lente reparacion de circuitos daados ivaa

si no queda se cobran ivaa

no quedo se regresa sin reparacion",350.0,04/08/2022,Sistemas,0.20442766,2021-06-10
1297,"no imprime correctamente sin cables destapado de cabezal ivano aceptado
reset ivano aceptado

falta tinta de colores para realizar destapado

se regredsa sin reparacion",880.0,25/07/2022,Impresora Tinta,0.30626857,2021-06-10
1297,"falla el hdmi se conecta minitor y despues de un rato se pone en negro pero sigue detectando el cable hdmi con cargador amd ryzen  uwin  homegb drr max gbgb ssd salud buenagb en uso


reparacion puerto hdmi ivaa",4189.0,25/07/2022,Sistemas,0.26305264,2021-06-10
1297,"atora las  hojas   no atoro las hojas 

mantenimiento  netoa
rodillo de calor presenta unas lineas  netoa

total  netoa",1030.0,15/08/2022,Sistemas,0.4088856,2021-06-10
1297,"la primera impresion sale bien y la segunda sale manchada y sale mensaje de revisar niveles de tinta   primeramente reset y calibracion ivaa

despues ver calidad de impresion y que mas requiere

cambio de cartuchos presentan mala calidad

genericos  neto cuno aceptado

se regresa sin terminar pruebas sin garantia",840.0,24/08/2022,Impresora Tinta,0.38486516,2021-06-10
1297,prende el foquito led pero el monitor no si cable de energia reparacion de fuente alimentacion ivaa,450.0,12/08/2022,Sistemas,0.30211583,2021-06-10
1297,"saca unas manchas en la orilla sin cables con toner buen mantenimiento  netoa
durm daadp generico dr  netoa

total  netoa",1564.0,08/09/2022,Impresora Laser,0.41053554,2021-06-10
1297,"prende aparece el logo de acer y se apaga con eliminador contrasea intel celeron jwin  homegb ddr  max gb tb hdd salud buena gb en uso

trabajar bios ivaa",4987.0,15/08/2022,Sistemas,0.4755787,2021-06-10
1297,despues de un rato se desconecta no te responde el ping ni deja ver por la aplicacion sin accesorios actualizacion de firmware y cambio de capacitore de salida ivaa,850.0,24/08/2022,Sistemas,0.19689514,2021-06-10
1297,"no enciende solo prende el led y a los segundos se apaga con eliminador revision a nivel componente ivano aceptado

se regresa sin reparacion",250.0,26/08/2022,Sistemas,0.3672992,2021-06-10
1297,"marca cambio de almohadillas y trae tinta derramada sin cables reset ivaa
cambio de almohadillas ivaa

despues validar impresion y ver si requiere de algo mas

destapado de cabezal ivaa

total ivaa",1030.0,06/10/2022,Impresora Tinta,0.34850845,2021-06-10
1297,"no detecta el papel no rollo ni hoja   buen mantenimiento ivaa
rep de sensor de traccion de papel entra en el mtto

transporte  neto x vuelta  netoa

si no autoriza se cobran iva de la revisiontransporte

total  netoa
no quedo tarjeta logica daada incosteable",2064.0,28/10/2022,Sistemas,0.23635581,2021-06-10
1297,"carga al  y llega al  y se apaga hata que se conecta a la luz vuelve a encender
contarasea lupita con eliminador completo no ha presnetado falla mencionada
carga al  y se descraga normal hasta el   sin problema",100.0,06/10/2022,Sistemas,0.42920938,2021-06-10
1297,"le fallaba el teclado probaron pero ya no encendio tiene el boton de encendido sumido con eliminador priemramente es lavado de tarjeta trae derrame

lavado de tarjeta ivaa
teclado iluminado  neto si llega a enceder se avisa al cliente para su cambioa


total  netoa",1718.8,23/09/2022,Sistemas,0.46141493,2021-06-10
1297,"imprime con lineas sin cables destapado de cabezal  netoa
es poco probable de que destape se requiere tinta negra  netoa

si no quedara se cobraran  neto por el material invertidoa

nota quiz llegue a marcar reset  netoa

total  netoa",1280.0,21/10/2022,Impresora Tinta,0.33345696,2021-06-10
1297,el led de encendido parpadea pero no da imagen sin cables reparacion de fuente de alimentacion ivaa,560.0,06/10/2022,Impresora Laser,0.27032492,2021-06-10
1297,"marca caja de mantenimiento sin cables primeramente reset ivaa
cambio de almohadillas ivaa


depsues ver si requiere de algo mas

total ivaa",1460.0,06/10/2022,Impresora Tinta,0.36527026,2021-06-10
1297,"marca un error y pita cable integrado primeramente mantenimiento ivaa

se requieren micas para pruebas",750.0,19/10/2022,Sistemas,0.36806688,2021-06-10
1297,"en duplex atora las hojas y mant   cambio de bandeja duplex  netoa
servicio  netoa

total  netoa",1380.0,19/10/2022,Sistemas,0.30155426,2021-06-10
1297,"daada  de las bisagras con eliminador completo core i uwin  homegb ddr  max gb ssd salud buena gb en uso

reparacion de  roscas dadas ivano aceptado

cambio de tapa tapa y bisagras nvas  netoa",8965.0,01/11/2022,Sistemas,0.59065807,2021-06-10
1297,"encienden los led y no permite hacer nada sin cables tinta llenas tenia una red para el cabello enredada en la traccion y se dao

rep de traccion de papel y destapado de cabezal ivaa

almohadillas  de uso aprox",780.0,14/11/2022,Sistemas,0.2167464,2021-06-10
1297,"cambio de tapa con eliminador contapa contrasea intel core i win  progb ddr  maxgb gb ssd salud buena gb en uso

corre el riesgo de que se dae la pantalla al desmontar para el cambio de tapa

servicio cambio  netono aceptado",5319.0,17/11/2022,Sistemas,0.4834593,2021-06-10
1297,"no toma la hoja solo hace la funcion y se derrama la tinta por dentro sin cables tintas por debajo de la mitad primero reparacion de traccion de papel ivaa

despues validar calidad de impresion y funcionamiento
si imprime bien pero trae el sistema de tintas vacio puede que de problemas a futuro

recarga de tinta manual a sistema y  cartuchos ivaa

total ivaa",1120.0,11/01/2023,Impresora Tinta,0.46394545,2021-06-10
1297,"no imprime a color sin cables destapado de cabezal muy tapada  netoa
reset  netoa

total  netoa

si no destapa se cobran ivaa",2240.0,09/01/2023,Impresora Tinta,0.3123257,2021-06-10
1297,"se rompio la banda   cambio de banda de carro  netono aceptado
mantenimiento  servicio ivano aceptado
almohadillas ivano aceptado
reset ivano aceptado

despues ver calidad de impresion 
destapado ivano aceptado

en caso de aceptar y no destapa se cobran ivana
se regresa sin reparacion",2940.0,22/12/2022,Sistemas,0.31802976,2021-06-10
1297,"al abrir se lavanta una orilla bisagra daada con eliminador sin contrasea core i win  progb drr tb hdd salud en riesgogb en uso

reparacion de bisagras  roscas  netoa",8560.0,23/01/2023,Sistemas,0.35890552,2021-06-10
1297,"centro de carga daado quebrado con eliminador no enciendeprimero cambio centro carga netona
si con esto logra encender ser necesario cambiar la carcasa inferior  netono aceptado
si solo se cambia el centro de carga se puede volver a daar por qu la tarjeta madre est expuesta y no tendra garanta este trabajo
si se autoriza el cambio del centro de carga y contina sin encender se cobraran  neto por el material invertidono aceptado
se regresa sin reparacion",1005.0,26/01/2023,Sistemas,0.39165553,2021-06-10
1297,"mantenimiento trae una pieza suelta bandeja de papel quebrada cotizar sin cables con cartucho toner daado pieza suelta

buen mantenimiento muy sucia ivaa
rotacion de goma
rodillo de salida de papel ivaa
reparacion de bandeja de papel
bandeja de salida de pape ivaa

total ivaa",1760.0,11/01/2023,Impresora Laser,0.3622169,2021-06-10
