CLIENTE,COMBINADO,INGRESO
26,despues de poner un punto ya no sumaescribe   reparacion de impresor teclado y servicio ivaa,430.0
598,no respalda   cambio bateria especial v  ah y servicio ivaa,780.0
598,revision general kasei cambio de bateria v  ah y servicio ivaa,580.0
619,"se atoran las hojas   mantenimiento y rep selenoide ivaa
cambio kit de gomas ivaa

tota ivaa",1720.0
95,"esta estrellada la pantalla y ver si puede repara  contrasea pharma con eliminador completo core iuwin gb ddr  maxgbtb hdd salud buenagb en uso
mouse pad y bocinas daadas en la tarjeta madre directamente
eliminador daado oval  netoa
pantalla daada  netoa
se reparo una tuerca de bisagra sin costo por esta ocasion

total  netoa",8059.9
1583,"marca cabezal   esta marcando cambio de cabezal negro

cabezal negro  netoa

los apoyaremos con el cambio de cabezal por esta ocasion sin costo

se puso carcasa equipo celina santana murillo solo se cambio etiqueta de numero de serie",50.0
129,"cambio de disco duro mantenimiento  e instalacion de corel y autocad  espaol cotizar bateria sin bateria con eliminador contrasea acrydesingn intel pentium nwin  homegb ddr  maxgb hdd salud buena

ssd gb con repsaldo e intalacion de programa autocad y corel draw ivaa
mantenimiento ex ivaa

tota ivaa

no tiene ventiladro de disipador de calor de fabrica",7433.0
1623,"se atoro un papel y al retiralo marco un error sin cables primero reparacion traccion de papel  ivaa

despues validar calidad de impresion funcionamiento y ver si requiere de algo mas

destapado de cabezal ivaa

total ivaa",1260.0
981,"hace un ruido sin cables cambio de engranes de movimiento y engranes uas de fusor ivaa

rodillo de calor tiene unas lineas pero aun no presneta maa calidad cuenta con un  de vida util",850.0
1257,"cabezal tapado   primero destapado de cabezal ivaa

despus de esto ver si requiere algo ms puede que pida reset y cambio de almohadillas de ser as se te hara saber el costo

en caso de autorizar y no llegar a destapar el cabezal se te cobrara una cantidad de  netoa",980.0
77,"se limpio la tarejta con alcohol y al ensamblar ya no encendio con eliminador sin contrasea corto en tarjeta madre rep ivaa

si no queda se cobran  netoa",700.0
77,"tiene una linea en la pantalla es intermitente se prende y se apaga sin cables reparacion de lampara daada ivaa

pantalla presenta  lineas no se corrige en la reparacion seria cambio de display pero no lo hay para su reemplazo",650.0
882,"no imprime correctamente   drum presenta mala calidad requiere cambio
mantenimiento derrame de toner ivaa
cambio kit  gomas bandeja  ivaa
cambio kit  gomas bandeja especial ivaa
total ivaa

trajeron el drum para pruebas y en lugar de mejorar la calidad empeoro tarjeta power pack daada incosteable no la hay para su reemplazo
se regresa sin reparacion",2620.0
1591,"falla al escanear   marca una falla en la charola   reparacion traccion de papel adf ivaa
destapado de cabezal ivano aceptada

total ivaa

puede que marque cartchos si no destapa se cobran los iva de la reparacion del adf",1930.0
1421,"mantenimiento revision general sin cables destapado cabezal ivaa

si no destapa se cobran  netoa",830.0
1512,"esta muy lenta al navegar en internet problemas con el correo electronico licjosemglhotmailcom con eliminador completo contrasea
contrasea correo lozan amd awin  homegb ddr  maxgbgb ssd salud buenagb en uso

se cambio contrasea lzno  netoa
tarjeta wifi daada adptadorexterna  netoa
hub usb  puesrtos  netoa

total  netoa",9295.0
129,"marco una pantalla azul con cara triste y pide reiniciar se reinicio y de ahi no pasa con eliminador contraseaacrydsing
 edco core iwin gb ddr  maxgbtb hdd salud buenagb en uso

rep bisagras ivaa
formateo con respaldo ivaa
sugerencia cambio ssd gb  netoa

total  netoa",4785.8
310,"no agarra el internet con eliminador completo contrasea alby intel celeronwin  homegb drr  maxgbtb hdd salud buenagb en uso

mantenimiento muy sucia  netoa
tarjeta madre daada en la conexion wifi tarjeta externa  netoa
servicio  netoa

total  netoa",3428.0
310,"de estar trabajando se apaga sin cables sin contrasea tarjeta logica daada no la hay para su reemplazo y no se puede reparar

se regresa sin reparacion

la dejo para basura electronicax whats ",2023.0
125,"hace mucho ruido sin cables transporte ivaa
mantenimiento ivaa
toner requiere cambio gen a  netono aceptado

total ivaa",2275.0
214,falso en el boton de decimales y de encendido   rep de teclado impresor y mantenimiento ivaa,390.0
214,falso en el boton de encendido no enciende   rep de teclado impresor y mantenimiento ivaa,390.0
214,botones duros y no imprime al operaciones   rep de teclado impresor y mantenimiento ivaa,390.0
214,no jala el papel con portapepel sin rollo con tapa acrilica reparacion de teclado impresor mantenimiento y cambio de  engrane ivaa,450.0
214,no finciona la tecala de suma  sin rollo con tapa acrilica y porta papel rep de teclado impresor y mantenimiento ivaa,390.0
214,atora el papel sin rollo de papel con tapa acrilica y porta papel reparacion de teclado impresor mantenimiento y cambio de  engrane ivaa,450.0
470,"display daado con eliminador contrasea tdmac es necesario el cambio de display se realizaron las pruebas con monitor externo y trabaja correctamente

cambio de ensamble completo  pantalla tapa trasera bisagras y cable flex  netoa

te  a  semanas pago anticipado",900.0
731,"no imprime corectamente   destapado de cabezal ivaa

si no destapa se cobran  netoa",730.0
334,"marca mensaje de cambio de almohadillas sin cables reset y almohadillas ivaa

despues validar si requiere de algo mas",550.0
50,"formateo y resguadar la informacion de usuario luis eduardotienen problemas para abrir los programas en la parte de arriba se ve blanco revisar el puerto de red se esta desconectando contrasea  calidad   core iwin  progb drr  maxgbgb ssd salud buenagb en uso

formateo con respaldo  netoa

se reviso el puerto de red y esta bien se resolvio el problema de conexion con el formateo",9672.0
1674,"se mojo mantenimiento por derrame faltan dos tornillo tapa trasera se desconecta del wifi y bluetooth al apagarla vuelve a prenderse sola con eliminador completo contrasea  primero mantenimiento x derrame  netoa

despues validar funcionamiento y ver si requiere de algo mas",850.0
981,"marca cambio de almohadillas sin cable primero reset y cambio almohadillas ivaa

despues validar calidad de impresion funcionamiento y ver si requiere algo mas",580.0
10,"se enciende y solo se queda con el logo de hp no se prepara   tarjeta logica daada seminueva sin garan ivano aceptado
servicio de cambio ivano aceptado

se regresa sin reparacion",1560.0
374,"el rodillo necesita cambio   mantenimiento ivaa
filmina rota  netoa
kit de gomas y pad  netoa

total  netoa

no se puede valudar informacion por la filmina daada",2896.0
352,el office esta desactivado   activacion de office ivaa,150.0
868,"marco cambio de cartucho se cambio e imprimio mal borrosas y marco leyenda de que requiere servicio sin cables mantenimiento ivaa
destapado cabezal ivaa
tinta  magenta ivaa

total ivaa

si se autoriza se rquiren tintas de colores

en caso de no destapar se cobran iva mttoa
no quedo la dejo para basura electronica",6635.02
1510,"no imprime nada sin cables con juego de tintas genericas cabezal daado trae tintas genericas no se recomiendan

cabezal nuevo  neto sin garantiaapagado
carga de tinta original a tanques y sistema  netoa
tintas  neto cu  netoa",2695.0
731,"al mandar a imprimir desde la compu no imprime solo saca copias sin cables si se conecta la impresora escanea e imprime correctamente
toner negro presenta mala calidad traerlo

mantenimiento prev ivaa",780.0
26,"atora las hojas no imprime sin cables con cartucho imprime correctamente video

mantenimiento preventivo ivaa

el tner est presentando mala calidad va a requerir cambio para que se lo reemplacen",750.0
26,"mancha las hojas sin cables mantenimiento ivaa
cambio kit de gomas y pad  netoa

total  netoa

te  a  semanas

drum y toner presentan mala calidad requieren cambio",1699.0
1326,"pasar la informacion de laptop a equipo nuevo con eliminador contraseaeduardo
macbook nsdxjtgwvlf caja ssd gb salud buena gb en uso

respaldo de informacion  netoa",1003.0
327,no da imagen sin cables sin base reparacion de fuente poder ivaa,580.0
1264,"formateo con respaldo configuracion de correo sin eliminador sistema corrompido por el virus que tenia

formateo con respaldo  netoa
configuracion correo ventas y roberto limonsin costo por esta ocasion",580.0
77,"hubo un apagon y no enciende solo prende el led de encendido en verde ni imprime correctamente revisar sin cables si enciende

requiere mantenimineto sucia ivaacep",980.0
1599,"no imprime a color revision y limpieza sun cables destapado de cabezal ivaa

quiza el cabezal este daado si no destapa se cobran  netoa

despues ver si requiere de algo mas
reset ivaa
almohadillas ivaa

total ivaa",1560.0
598,revision general   cambio de bateria v  ah y servicio ivaa,580.0
598,revision general   cambio de bateria v  ah y servicio ivaa,580.0
500,no respalda y pita   cambio de bateria v ah y servicio ivaa,590.0
203,cambio de contrasea del administrador reseteo sin cables reseteo de contrasea de administrador ivaa,500.0
1599,"revision general y limpieza sin cables no toma las hojas primero reparacion traccion de papel ivaacep

depsues ver si requiere de algo mas",650.0
1677,"imprime con una mancha del lado derecho se cambio el toner a original y continuo igual sin cables con cartucho filmina mala calidad  netoa
servicio de cambio y rotacion goma  netoa

total  netoa",1920.0
374,"mancha las hojas   mantenimiento ivaa
rodillo calor desgaste  netoa

total  netoa

toner presenta mala calidad requiere cambio",1700.0
612,"cuando imprime se atpora el papel le apachurra un boton y segue jalando   limpieza interna gomas ivaa

imprimir en alta calidad",250.0
4,"manda  error   lampara de fusor quebrada ivaa
mantenimiento  servicio cambio  ivaa

total ivaa

pad separado al  de vida util aprox",1860.0
94,"ya no carga   cambio de  baterias v  ah y servicio iva cua

total ivaa",650.0
106,"revision general cable integrado reset de drum ivaa

cambio de toner tn el se lo cambia",1410.0
97,"falla lampara   se tiene varios dias en pruebas y no nos ha presentado falla trabaja bien

mantenimiento ivano aceptado
se pide cotizar lampara iva te  a  semanasno aceptado

se regresa sin reparacion",1480.0
731,"marca error   primero cambio de cable flex  netoa
servicio de cambio ivaa

total  netoa

despue validar calidar de impresion funcionamiento y ver si requiere de algo mas",1267.0
1676,"al mandar a imprimir la primer hoja la toma bien y despues las  atora sin cables con cartucho mantenimiento  netoa
pad separador  netoa
rep selenoide  netoa
goma  netoa
toner s  netoa

total  netoa",2701.0
1679,"formateo sin respaldo que quede a valores de fabrica no se acuerdan de la contrasea cotizar bateria con eliminador completo formateo sin respaldo  netoa

bateria gen eko  netono aceptado
faltan  tornillos de la tapa inferior",1260.0
77,"no imprimen los colores   destapado de cabezal ivaa

si no queda se cobran ivaa

reset  almohadillas  de uso aprox",895.0
4,"marca cambio de almohadillas sin cables primero reset ivaa
cambio almohadillas ivaa

despues validar calidad de impresion funcionamiento y ver si requiere de algo mas

total ivaa",1000.0
849,"cotizar bateria con eliminador completo  contrasea core iwin  homegb ddr  maxgbgb ssd salud buenagb en uso

bateria inflada se recomienda cambio

original  netoa",3236.0
55,"equipo se alarma despues de imprimir o deja la impresion a medias sin cables no nos present falla mencionada imprime con rayas

destapado de cabezal ivaa
reset ivaa

total ivaa

si se autoriza y  no destapa se cobran ivaa

puede que marque reset almohadillas al  de vida ap",1860.0
1129,"no imprime en color negro en ocasiones solo un poco sin cables imprime correctamente todos los colores
marca tintas bajas

trae tinta derramada internamente primeramente mantenimiento  netoa
destapado de cabezal ivaa
se requieren cartuchos de color si autoriza
despues ver si requiere de algo mas

total  netoa",1337.0
17,"marca un error de consumible sin cables los chip de los toner estaban al reves mal puestos

buen mantenimiento ivaa

gomas tienen un  de vida util aprox",750.0
1363,"no imprime sin cable se entrego al cliente requiere cambio de cartuchos

negro original xl  netono aceptado
tricolor original xl  netono aceptado

se regresa sin reparacion",630.0
17,"puerto usb desprendido   trae cucarachas vivas  o muertas primero
mantenimiento ivano aceptado
reemplazo de puerto usb ivano aceptado

total ivano aceptado

si no queda se cobran ivano aceptado

se regresa sin reparacion",1970.0
26,reparacion y mantenimiento  cotizar   reparacion de impresor teclado y mantenimiento ivaa,390.0
97,"se congela la imagen sin cables no presento falla mencionada solo vemos que los colores estan tenues esto ya no se corrige

muy sucio mantenimiento ivaa",980.0
26,reparacion y manteminiemto  cotizar   reparacion de impresor teclado y mantenimiento ivaa,390.0
26,reparacion y manteminiemto  cotizar   reparacion de impresor teclado y mantenimiento ivaa,390.0
1675,"no enciende con eliminador trabajar tarjeta de video lleva riesgo que se dae por completo

si queda acep
si no quedanacep",1950.0
254,"en acasiones carga y otras no la tarjeta de video si conectan un cable hdmi y en cuanto lo quitan se reinicia y sale pantalla azul  foto  eliminadores eliminador no funciona jack de energia en buen estado

se realizan pruebas y no da falla de video

eliminador original lenovo  netono aceptado",530.0
143,"problemas al tomar las hojas botaba la cinta y se movia  mantenimiento sin cables sin cinta primero mantenimiento ivaa
sensor de mov de carro te  a  semanas ivaa

despues ver si requiere de algo mas
cambio de mascarilla  netoa

total  netoa",2005.0
994,"se atoran las hojas no recorre el carro y trae una pieza suelta sin cables primero rep de traccion de papel acomodo de traccion ivaa

despues validar calidad de impresion y ver si requiere de algo mas",750.0
108,"no enciende con eliminador completo bateria tiene falla causa conflicto y no enciende al retirarla si enciende

se va a validar si entra a garantia 

activacion de office ivano aceptado

entro bateria a garantia se dieron indicaciones de desconectarla la llegar al  y conectrala al llegar al  aprox",250.0
26,"raya las hojas como si algo raspara e imprime borroso   buen mantenimiento cabello e hilo pegados en la filmina ivaa
reset de drum ivaa

total ivaa

despues validar calidad de impresion funcionamineto y ver si requiere de algo mas",1260.0
1683,"esta lenta ver que se puede actualizar revision general con eliminador contrasea ryzen win  homegb ddr  mxgbgb ssd salud buenagb en uso

no se detecta lentitud en el equipo se sugiere

mantenimiento ex  netoa",6760.0
927,rota de las bisagres por el lado de la pantalla   reparacion de bisagras  para el,400.0
33,"prende pero se ve muuy tenue sin eliminador sin contrasea celeron nwin  homegb ddr  maxgb gb salud buena gb en uso

cambio de display daado ivaa",7692.9
463,"contrasea  cuado la otro dispositivo ya sea mouse o tableta aunque no se presione mueve el mouse ola pluma de la tableta se dibuja solo en programas de dibujo con eliminador core igwin  homegb ddr  maxgb gb ssd salud buenagb en uso

mantenimiento ex ivaa
desconectar mouse pad causa conflicto ivaa

total ivaa

trabajarla con el mouse pad desconectada si no le da problema se cotizara la pieza",5988.0
1180,"activacion office sin eliminador contrasea  o  core iuwin gb ddr  maxgbgb ssd salud buenagb en uso

activacion office ivaapagado",10116.0
373,"no jala las hojas y salen manchadas las impresiones trae toner nuevo sin cables mantenimiento ivaa
goma  netoa
filmina  netoa
rep bandeja de salida ivaa

total  netoa

no trae bandeja de salida ellos la tienen daadase reparo",1570.0
1680,"no imprime marca un erro al parecer es del fusor sin cables con toner generico mantenimiento  netoa
kit gomas bandeja   netoa
kit gomas bandeja   netoa
cambio puerto usb daado  netoa

total  netoa

el toner marca error de incopatibilidad pero si deja imprimir",2404.0
50,se le cambio la batertia  lo prenden y  pita   transistor y filtro daados componentes ivaa,550.0
846,"esta muy lenta la bateria se baja por completo y la marca baja con eliminador completo contrasea comprassf core iwin gb ddr  maxgbtb hdd salud buenagb en uso

ssd gb  netoa
mantenimiento prev  netoa
bateria original corre riesgo  netoa

total  netoa",4823.0
5,"bisagra adf daada imprime pero al mandare copias no sale la copia solo salen las impresiones sin cables tarjeta logica daada seminueva sin garantia  netono aceptado
bisagra daada  netono aceptado
mantenimiento  netono aceptado

total  netono aceptado

se regresa sin reparacion",1880.0
55,"rellenar tanques de tinta y realizar pruebas sin cables juego de tintas epson   netoa pagadas
se ponen tinta en los tanques se realizan pruebas de impresion y no imprime correctamente

destapado d cabezal  netono aceptado

si se autoriza y no destapa se cobran ivana",2354.0
20,de estar encendido se alarma y se apaga   cambio de  baterias v  ah y servicio ivaa,960.0
1421,revision general y mantenimiento sin cables mantenimiento ivaa,580.0
102,"no jala las hojas sin cables buen mantenimiento  netoa
goma  netoa

total  netoa",1860.0
1512,"no la detectan los equipos ver si se puede recupoerar con el software   memoria usb gb  netoa
servicio de respaldo ivaa

total  sfacta",760.0
558,"no entra a sistematener cuidado con el monitor   intel atom dwin gb ddr maxgbgb hdd salud mala no se puede recuperar la informacion

componente de fuente daado cambio  netoa
ssd gb daado  netoa

total  netoa",5290.0
129,"marca un error de conexion y no deja configurar al equipo de computo trae una pieza suelta con cable energia y red si se pude configurar us cables estan bien el problema puede ser el equipo de computo

mantenimiento ivaa
rep traccion de papel paza suelta ivaa

total ivaa

se entregaron cables",1560.0
291,"activacion de office valiudar si tiene antivirus vigente sin cables core i  genwin gb ddr  maxgbgb ssd salud buenagb en uso

trae licencia de antivirus  total security activa

requiere reinstalacion de office  netoa",3711.0
129,revision general  se apaga   cambio de  baterias v  ah y servicio csb ivaa,960.0
875,"maantenimiento no imprime   mantenimiento y reparacion de termistor  netoa

rodillo de calor al  de vida util",780.0
1681,"falla en la wiffi   si se conecta a la red de wifi quiza sea algo de su modem

se ofrecio una impresora laser hp pw seminueva  netono aceptado",1902.0
1681,"cambio de disco duro esta muy lenta con eliminador contrasea intel celeron nwin  homegb ddr  maxgb tb hdd salud en riesgo gb en uso

ssd  gb  netoa",5525.3
1682,"el magenta y amarillo no imprimen sin cable de energia se lo llevo el  cliente destapado de cabezal  netoa

si no destapa se cobran  netoa

reset al  almohadillas al  de vida util aprox",930.0
46,"con eliminador ccompleto   reparacion de trajeta madre corto ivaa

si no queda o no autorizan se cobran ivaa",800.0
1688,cambio de gomas se alerta al mandar a imprimir sin cables cambio de gomas ivaa,650.0
1299,"saca una linea en medio   mantenimientoserv  netoa
goma  netoa
filmina cal orig  netoa

total  netoa",2020.0
731,"no detecta los cartuchos   primero cambio tarjeta logica seminueva ivana
mantenimiento ivano aceptado

total ivano aceptado

despues ver si requiere de algo mas

se regresa sin reparacion",1800.0
1363,"mantenimiento al copiar salen con una linea sin cables kinea sale por suciedad en el adf

buen mantenimiento  netoa
cambio goma bandeja   netoa

total  netoa",1520.0
26,no funciona con porta papel reparacion de impresor y servicio ivaa,350.0
731,"se detiene a media impresion sin cables buen mantenimiento muy sucia pegamento en drum y lubricacion de fusor ivaa

kit de gomas y pad tienen un  de vida util aprox no las hay en el mercado por el momento para su reemplazo",780.0
199,problemas con la perilla sin cinta sin tapa sin cables cambio de perilla y perilla daada ivaa,550.0
125,"en ocasiones no entra al sistema y en otras al poner la contrasea y no entra se queda pensando con teclado y mouse contrasea transporte ivaa

revision a nivel componente lleva riesgo de que se dae la pantallano aceptado

por esta ocasion no se cobra revision se le aviso que en mac se cobra para proximos equipos mac",280.0
50,no enciende   cambio bateria v  ah y servicio ivaa,650.0
26,"  sin cables no presento la linea en copia ni en impresion

buen mantenimiento muy sucia ivaa
rep bandeja  ivaa
rep bandeja adf ivaa

total  netoa",1205.0
17,"enciende pero no imprime   toner presentando mala calidad ellos lo cambiaran

mantenimiento y rep sensor de tapa ivaaceptado",780.0
363,"trabajo bien y al encenderla al dia siguiente manda mensaje que dice tratando hacer repraciones y de ahi no pasa sin cables sin contrasea core igb ddrhdd gb salud buena

se intenta recuperar sistema pero no fue posible
recuperacion de informacion iva se recupere o no
te  a  dias aproxno aceptado
o formateo a valores de fabrica ivano aceptado
mantenimiento  netono aceptado
ssd gb  netono aceptado

se regresa sin reparacion",2690.0
1660,"marca almohadillas y error    primero reset ivaa
cambio almohadillas ivaa

despues validar calidad de impresion funcionamiento y ver si requiere algo mas
destapado de cabezal no imprime bien ivaa

total ivaa

si no destapa se cobran iva x material invertidoa",1770.0
4,"dejo de imprimir sin cables reset rodillo de ivaa
mantenimiento ivaa

total ivaa",1000.0
55,"puerto usb sa problemas no la detecata el equipo se probaron con varios vables sin cables avisar a alejandra villaseor cambio de puerto usb daado  netoa
las gomas tienen  de vida util
gomas  netoa

total  netoa",1460.0
1424,"imprime con rayas sin cables recarga de tinta a sistema y cartuchos ivaa

corre el riesgo de marcar cartuchos
si no queda sew cobran ivaa

total ivaa",2100.0
849,"imprime con manchas negras se cambio toner y aun asi lo presenta sin cables mantenimiento muy sucia  netoa
toner presenta mala calidad dl  netoa

total  netoa",1863.0
1684,"no jala las hojas se utiliza papel fotografico ver si le puede funcionar la goma de la impresora nscnf sin cables recarga de tinta a sistema y cartuchos ivaa
mantenimiento ivaa

total ivaa

puede que marque cabezal de ser asi y no aceptan se cobra ivaa

configurar a papel fotografico no da problemas",2040.0
142,cuando escanea sale una linea   mantenimiento a escaner ivaa,450.0
548,"marca error en fusor   se realizan  pags de prueba y no marco el error de fusor reportado

filmina  netoa
rodillo de presion  netoa
servicio de cambio  netoa

total  netoa",2250.0
1684,"no imprime correctamente revision general utilizan papel fotografico sin cables poca tinta recarga de tinta a sistema y cartuchos ivaa
mantenimiento ivaa

total ivaa

puede que marque cabezal de ser asi y no aceptan se cobra ivaa

configurar a papel fotografico no da problemas",2040.0
1689,"se reemplazaron los cartuchos y no imprime nada sale hoja en blanco   carga de tinta a sistema y cabezal ivaa
si no queda se cobran ivaa

no destapo el color negro solo a color se realizan pruebas con otro equipo y vemos que trae dao en la tarjeta logica y en el cabezal

incosteable se regresa sin reparacion",1150.0
846,"esta muy lenta con eliminador contrasea sf core iwin gb ddr  maxgbtb hdd salud en riesgogb en uso

ssd gb  netoa",10219.5
1301,"esta muy lenta ser que se puede mejoraractualizar con eliminador celeron nwin  homegb ddr  maxgbgb hdd salud buenagb en uso

ssd gb  netoa
lic anitvirus  meses  netono aceptado
memoria ram max gb  netoa

total  netoa",9532.6
1301,"esta muy lenta ver que se puede mejoraractualizar sin eliminador celeron nwin  homegb ddr  maxgbgb hdd salud buenagb en uso

ssd gb  netoa
lic anitvirus  meses  netono aceptado
memoria ram max gb  netoa

total  netoa",9534.2
275,activacion de office   activacion office  netoa,200.0
1560,"no pinta sin cables reset y almohadillas ivaa
destapado de cabezal ivaa

total ivaa

si autoriza y no destapa se cobran ivaa",2260.0
46,"marca atasco de papel error e sin cables buen mantenimiento ivaa
cambio goma  netoa
rep selenoide ivaa
engrane mov fusor  netoa

total  netoa",1650.0
1687,"no imprime se tiene que precionar la tapa frontal para que la detecte sin cables con toner generico mantenimiento  netoaceptado
goma  netoaceptado
engrane mov de fusor  netoaceptado
rodillo de presion  netoaceptado

total  netoaceptado

poner bandeja de salida de papel si no la tienen se pondra sin costo por esta ocasion",2260.0
17,"atora las hojas sin cables mantenimiento y lubricacion a fusor  netoa
cambio de goma bandeja   netoa

total  netoa",1000.0
17,"no detecta el papel prende un led y cuando llega a imprimir hace mucho ruido como un rechinido sin cables tinta negra por mitad primero rep traccion de papel mica de clular y rep de charola de papel chasis daado ivaa

despues validar calidad de impresion y ver si requiere de algo mas

no requirio nada mas",650.0
1623,"hace un ruido muy fuerte y marca hoja atascada y no se ve nada al escanear salen con rayas sin cables traia una hoja atascada se retira
mantenimiento  netono aceptado
rodillo de presion daado  neto sin garantiano aceptado

total  netono aceptado

el ruido se quita con el mantenimiento
si no requieren el servicio se puede usar asi pero les dara probelmas de atoramiento de hojas",1880.0
17,no la detecta la computadora   cambio de puerto usb daado ivaa,850.0
1129,"no enciende con eliminador completo corto en tarjeta reparacion sei queda ivaa

si no se autoriza o no queda se cobran ivaa

si quedo pero no esta cargando la bateria se tiene que usar conectada",650.0
1276,"prende el led ded
la bateria   cambio de bateria v ah y servicio ivaa

se reviso a nivel componente ya que al conectarlo a la corriente electrica marcaba variacion se revisa pero no se encuentra ningun componente daado",580.0
1299,"esta muy lenta sin cables contrasea amd athlonwin  homegb ddr  maxgbgb ssd salud buenagb en uso
equipo funciona normalmente

aumentar ram a su maximo gb ram gb  netoa
formateo con respaldo  netoa
mantenimiento ex pasta termica seca se calienta  netoa

total  netoa",3646.0
947,"cabezal tapado   cabezal daado
cambio de cabezal original  netono aceptado
sin garantia

reset al   almohadillas al  de vida util aprox

se regresa sin reparacion se cobran  neto de la revision",1220.0
1655,"no carga se han probado varios eliminadores sin eliminador contrasea cambio de centro de carga daado ivaa

se reemplazo pero no funciono revision a nivel componente ivaano funciono

se regresa sin reparacion",600.0
807,no respalda revisar bateria   cambio bateria v  ah y servicio ivaa,550.0
901,"no enciende con eliminador contrasea core iwin homegb ddr  maxgbgb ssd salud buenagb en uso
se logro encender la laptop se desconecto y conecto la bateria

primeramente mantenimiento ex muy sucia ivaa
despues ver si requiere de algo mas
se aplico garantia del eliminador nuevo tenia un detalle en la punta se probo y funciono correctamente",3242.0
901,"imprime borroso con manchas sin cables imprime un poco borroso

cambio de cabezales tricolor y negro  neto el parno aceptado
servicio  netono aceptado

se va a usar asi",1205.0
26,"solo imprime en color negro no a color sin cables destapado de cabezal posiblemente no destape ivaa
reset ivaa

total iva

si autorizan y no destapa se cobran ivaa

no quedo solo imprime en negro",2060.0
1264,"reviar si tiene activada alguna licencia de antivirus o si tiene virus con eliminador completo sin contraea core iwin  progb ddr  maxgbgb hdd salud buenagb en uso

equipos trae virus trojano se eliminan  netoa

se recomienda licencia de antivirus  meses kts  netoa

total  netoa",8429.3
6,"imprime con lineas se intento limpiar con el proceso de epson pero no termino de ejecutar el mantenimiento sin cables reset ivaa
almohadillas ivaa
destapado de cabezal ivaa

total ivaa",1920.0
1276,"marca que se cambie cartucho y al cambiarlo marca reseteo los niveles de tinta los marca como bajos cuando los toner aun tienen imprime con los colores diferentes  mezclados sin cables reset de toner iva cu x  ivaa

presenta calidad tenue mejora con cambio de drum no los manejamos",750.0
142," jose luis vivancoel puerto esta daado no trae cable puerto daado no lo hay para su reemplazo

se recoeminda cambio de case  netono aceptado",350.0
207,"no imprime   destapado de cabezal ivaa

si no destapa se cobran ivaa

reset   almohadillas al  de uso aprox",1085.0
77,"se dao el tambo y esta aroradomarca error de toner saca las hojas manchadas y sale una linea negra a un costado   no dio error de toner

mantenimiento  netoa
drum generico daado  netono aceptado

total  netoa",1670.0
1276,"al mandar a imprimir arruga las hojas y marca mensaje que dice error de fusor  sin cabele fusor daado completo seminuevo  netono acep
servicio ivano aceptado

total  netono aceptado

se regresa sin reparacion",960.0
334,"desinstalar e intalar el autocad ya no le permite trabajar con eliminador completo sin contrasea core iwin gb ddr  maxgbtb hdd gb ssd salud buena gb y gb touchpad no funciona

reinstalacion autocad ivaa
reinstalacion office ivaa
mantenimiento prev ivaa

total ivaa",4728.0
1560,"no imprime   limpieza ivaa
cambio de goma y pad ivaa

total ivaa

pronto marcara reset y almohadillas estan al  aprox",1540.0
1264,no puede trabajar office con eliminador activacion office ivaa,180.0
1301,"esta muy lenta con eliminador contrasea celeron nwin  homegb ddr  maxgbgb hdd salud buenagb en uso

ssd gb  netoa
lic anitvirus  meses  netono aceptado
memoria ram max gb  netoa

total  netoa",9746.0
1475,"no enciende hace pitidos   pentium dualwin xpgb drr  maxgbgb hdd salud en riesgo si enciende

mantenimiento ex muy sucio ivaa
ssd gb  netotiene programa de facturacion despues la traeran

despues del mantenimiento vemos que trae varios capacitadores inflados y oxidados ya no se recomienda invertirle mas",2126.0
1623,"le cuesta trabajo tomar las hojas se utiliza papel mas delgado en papel bond no presenta problema sin cables mantenimiento trae cucarachas  netoa
pad separador  netoa
goma  netoa

total  netoa

no trae la charola de hojas  neto te  a  semno aceptado",1550.0
352,"no entra a sistema   se instalo corel draw  ivaa
reparacion de disco errores ivaa

total ivaa",3222.0
17,"atora las hojas   mantenimiento  netoa
goma bendeja   netoa
pad  netoa

total  netoa

rodillo de calor cuenta con un  de vida util aprox",2020.0
1276,"no da video mantenimiento sin cables sin contrasea core iwin gb ddr  maxgbgb hdd salud en riesgogb en uso si da video

mantenimiento ex muy sucia  netoa
ssd gb  netoa

total  netoa

despues ver si requiere de algo mas",3323.0
1418,"no jala las hojas le cuesta mucho trabajo jalar las hojas sin cables buen mantenimiento muy sucia  netoa
cambio de goma  netoa

total  netoa",1800.0
500,"formateo con respaldo sin cables intel core iwin  progb ddr  maxgbgb hdd  gb ssd salud buenagb  gb en uso

formateo con respaldo  netoa
configuracion de correos proveedoresmercado  
cpago mercadoautopartes sin costo por esta ocasion",2610.9
17,"deja polvo al imprimir   mantenimiento mucho toner derramado ivaa

toner derramando requiere cambio",450.0
207,"no dejo falla   cambio  baterias v  ah ella las trajo

mantenimiento ivaa
servicio de cambio ivaa

total ivaa",1000.0
1332,"instalacion de office outlook poner usuario a nombre de alejandro quiroz en lugar de sears con eliminador contrasea tiger ryzen  win gb ddr  maxgbgb m salud buenagb en uso
adapatador hdmi  vga  netoa
instalacion office   netoa
configuracion de correo outlook  netoa
cambio de usuario sears  alejandro quiroz  netoa
licencia antivirus kaspersky standar  aos con instalacion  netoa

total  netoa",12888.0
